name,st,min,near,use,year,floors,area,src,addr
新宿セントラルハイツ,東新宿,3,東新宿:3|新大久保:6|大久保:9|新宿西口:11|新宿:11,分譲,,,,とどまるマンション,新宿区大久保1丁目
グランハイツ東新宿,東新宿,4,東新宿:4|若松河田:9|西早稲田:12|新大久保:12|新宿三丁目:14,賃貸,,,,とどまるマンション,新宿区新宿7丁目
コンフォリア東新宿,東新宿,5,東新宿:5|新宿三丁目:9|新宿御苑前:9|若松河田:11|新宿:11,賃貸,2023,14,10876,建築物環境計画書,新宿区新宿六丁目27番48号
シティコア新宿,東新宿,6,東新宿:6|新大久保:6|西早稲田:8|大久保:10|高田馬場:14,,,,,とどまるマンション,新宿区大久保2丁目
アスコットパーク日本橋,東日本橋,3,東日本橋:3|浜町:5|馬喰横山:5|馬喰町:6|浅草橋:8,,,,,中央区防災認定,中央区東日本橋3-9-3
アスコットパーク東日本橋,東日本橋,3,東日本橋:3|浜町:5|馬喰横山:5|馬喰町:6|浅草橋:8,,,,,中央区防災認定,中央区東日本橋2-5-9
ガレリア・マーレ日本橋,東日本橋,3,東日本橋:3|浜町:5|馬喰横山:5|馬喰町:6|浅草橋:8,,,,,中央区防災認定,中央区東日本橋1-1-3
グランドメゾン東日本橋,東日本橋,3,東日本橋:3|浜町:5|馬喰横山:5|馬喰町:6|浅草橋:8,,,,,中央区防災認定,中央区東日本橋3-7-7
リノア東日本橋,東日本橋,3,東日本橋:3|馬喰横山:5|馬喰町:5|浅草橋:5|浜町:7,分譲,,,,とどまるマンション／中央区防災認定,中央区東日本橋二丁目
東日本橋デュープレックスポーション,東日本橋,3,東日本橋:3|馬喰横山:5|馬喰町:5|浅草橋:5|浜町:7,分譲,,,,とどまるマンション,中央区東日本橋2丁目
ザ・パークハビオ 人形町レジデンス,東日本橋,4,東日本橋:4|馬喰横山:4|浜町:5|人形町:5|馬喰町:6,賃貸,2023,12,4981,建築物環境計画書,中央区日本橋久松町2番12
プラウド日本橋久松町,東日本橋,4,東日本橋:4|馬喰横山:4|浜町:5|人形町:5|馬喰町:6,,,,,中央区防災認定,中央区日本橋久松町5-11
日本橋久松町NKビル,東日本橋,4,東日本橋:4|馬喰横山:4|浜町:5|人形町:5|馬喰町:6,賃貸,2024,11,7406,建築物環境計画書,中央区日本橋久松町6番2-(301~1110号)
クレストコート世田谷松原,東松原,4,東松原:4|明大前:8|世田谷代田:12|下高井戸:13|代田橋:14,賃貸,2024,7,2095,建築物環境計画書,"世田谷区松原五丁目161番1,7 162番8,9"
ソフィア東松原,東松原,4,東松原:4|明大前:8|世田谷代田:12|下高井戸:13|代田橋:14,分譲,,,,とどまるマンション,世田谷区松原5丁目
羽根木マンション,東松原,5,東松原:5|代田橋:8|世田谷代田:10|下北沢:11|明大前:11,分譲,,,,とどまるマンション,世田谷区羽根木1丁目
INPEX梅ヶ丘寮,東松原,8,東松原:8|豪徳寺:9|世田谷代田:11|明大前:14,賃貸,2021,3,6818,建築物環境計画書,世田谷区松原六丁目8番12号
ソフィア西台,東武練馬,6,東武練馬:6|上板橋:13,分譲,,,,とどまるマンション,板橋区西台4丁目
イニシア練馬北町アベニュー,東武練馬,7,東武練馬:7|上板橋:11,分譲,2023,6,4663,建築物環境計画書,練馬区北町一丁目394番5(地名地番)
イニシア練馬北町レジデンス,東武練馬,7,東武練馬:7|上板橋:11,分譲,2022,6,2405,建築物環境計画書,練馬区北町2-29-4
マナーズフォート,東武練馬,8,東武練馬:8|下赤塚:14|地下鉄赤塚:15,分譲,,,,とどまるマンション,板橋区徳丸三丁目
エクセレントシティ練馬北町,東武練馬,10,東武練馬:10|下赤塚:11|地下鉄赤塚:11|平和台:14,分譲,,,,とどまるマンション,練馬区北町3丁目
コアシティ西台,東武練馬,11,東武練馬:11,分譲,,,,とどまるマンション,板橋区西台3丁目
ピアチェーレ板橋徳丸,東武練馬,13,東武練馬:13,分譲,,,,とどまるマンション,板橋区徳丸6丁目
アウルタワー,東池袋,4,東池袋:4|大塚:9|新大塚:9|池袋:13|雑司が谷:13,分譲,,,,とどまるマンション,豊島区東池袋4丁目
ミミリアレジデンス東池袋,東池袋,4,東池袋:4|大塚:9|新大塚:9|池袋:13|雑司が谷:13,,,,,とどまるマンション,豊島区東池袋4丁目
パークアクシス池袋イースト,東池袋,7,東池袋:7|池袋:10|大塚:10|新大塚:14|北池袋:15,賃貸,2026,12,4405,建築物環境計画書,豊島区東池袋3丁目13番5
アビタシオン南長崎,東長崎,3,東長崎:3|落合南長崎:11|新江古田:11|江古田:13,分譲,,,,とどまるマンション,豊島区南長崎6丁目
ザ・パークハビオ 東長崎,東長崎,3,東長崎:3|落合南長崎:7|椎名町:14|新江古田:15,賃貸,2023,10,2293,建築物環境計画書,豊島区南長崎5丁目28番8
ドーミー南長崎アネックス,東長崎,3,東長崎:3|落合南長崎:11|新江古田:11|江古田:13,賃貸,2022,5,4179,建築物環境計画書,豊島区南長崎六丁目4006番2、4006番3
ファミリータウン東陽 A棟,東陽町,4,東陽町:4|潮見:11|木場:12,分譲,,,,とどまるマンション,江東区東陽2丁目
ファミリータウン東陽 B棟,東陽町,4,東陽町:4|潮見:11|木場:12,分譲,,,,とどまるマンション,江東区東陽2丁目
ファミリータウン東陽 C棟,東陽町,4,東陽町:4|潮見:11|木場:12,分譲,,,,とどまるマンション,江東区東陽2丁目
ファミリータウン東陽 E棟,東陽町,4,東陽町:4|潮見:11|木場:12,分譲,,,,とどまるマンション,江東区東陽2丁目
ファミリータウン東陽 F棟,東陽町,4,東陽町:4|潮見:11|木場:12,分譲,,,,とどまるマンション,江東区東陽2丁目
ファミリータウン東陽 J棟,東陽町,4,東陽町:4|潮見:11|木場:12,分譲,,,,とどまるマンション,江東区東陽2丁目
ファミリータウン東陽 N棟,東陽町,4,東陽町:4|潮見:11|木場:12,分譲,,,,とどまるマンション,江東区東陽2丁目
パークアクシス東陽町レジデンス,東陽町,6,東陽町:6|木場:8,賃貸,2022,12,9126,建築物環境計画書,江東区東陽五丁目31番12
パークホームズ東陽町,東陽町,6,東陽町:6|木場:8,分譲,2024,11,5391,建築物環境計画書,江東区東陽五丁目5番57番(地番)
ベルファース東陽町,東陽町,6,東陽町:6|木場:8,賃貸,2022,9,3065,建築物環境計画書,江東区東陽五丁目20番7
オーベル東陽町,東陽町,8,東陽町:8|南砂町:12,分譲,,,,とどまるマンション,江東区南砂2丁目
メインステージ南砂町II,東陽町,8,東陽町:8|南砂町:12,賃貸,2025,14,3775,建築物環境計画書,江東区南砂二丁目37番9
ガーラ・グランディ木場公園,東陽町,9,東陽町:9|木場:11,分譲,2023,11,2594,建築物環境計画書,江東区東陽6丁目1番12 他 (地名地番)
MJR深川住吉,東陽町,13,東陽町:13|木場:14,分譲,2024,14,13430,建築物環境計画書,江東区千石一丁目9番31
メインステージ南砂町,東陽町,14,東陽町:14,賃貸,2024,10,6024,建築物環境計画書,江東区南砂1丁目24番3号(住居表示)
ハイホーム東青梅,東青梅,2,東青梅:2|河辺:14,分譲,,,,とどまるマンション,青梅市東青梅一丁目
ライオンズマンション東青梅,東青梅,6,東青梅:6|河辺:11,分譲,,,,とどまるマンション,青梅市東青梅3丁目
グリーンコーポ東高円寺,東高円寺,3,東高円寺:3|新高円寺:10|新中野:13|中野富士見町:13,分譲,,,,とどまるマンション,杉並区和田3丁目
ジュネス鹿島,松が谷,4,松が谷:4|京王多摩センター:11|小田急多摩センター:11,賃貸,,,,とどまるマンション,八王子市鹿島
よしみハウジングビル,松が谷,11,松が谷:11|中央大学・明星大学:12,賃貸,,,,とどまるマンション,八王子市大塚
ピュアレジデンス,松が谷,11,松が谷:11|中央大学・明星大学:12,賃貸,,,,とどまるマンション,八王子市大塚
帝京大学 国際学生寮 八王子大塚,松が谷,11,松が谷:11|中央大学・明星大学:12,賃貸,2022,4,2529,建築物環境計画書,八王子市大塚525-1
西河マンション,松が谷,11,松が谷:11|中央大学・明星大学:12,賃貸,,,,とどまるマンション,八王子市大塚
The Grand Terrace Wakabayashi,松陰神社前,3,松陰神社前:3|若林:3|世田谷:8|三軒茶屋:12|上町:13,賃貸,2024,4,2862,建築物環境計画書,世田谷区若林三丁目5番10号
ドレッセ世田谷松陰神社,松陰神社前,3,松陰神社前:3|若林:3|世田谷:8|三軒茶屋:12|上町:13,分譲,2023,3,3020,建築物環境計画書,世田谷区若林3丁目167番1  (地名地番)
コンフォリア・リヴ 板橋,板橋,3,板橋:3|新板橋:3|下板橋:4|北池袋:9|板橋区役所前:11,賃貸,2025,14,5572,建築物環境計画書,板橋区板橋一丁目51番5番
プライムアーバン板橋,板橋,3,板橋:3|新板橋:3|下板橋:4|北池袋:9|板橋区役所前:11,賃貸,,,,とどまるマンション,板橋区板橋一丁目
N-flats 板橋,板橋区役所前,5,板橋区役所前:5|下板橋:6|大山:10|新板橋:10|板橋:10,賃貸,2023,16,5101,建築物環境計画書,板橋区板橋二丁目65番12、65番13、65番14
藤和シティホームズ板橋区役所前,板橋区役所前,5,板橋区役所前:5|下板橋:6|大山:10|新板橋:10|板橋:10,分譲,,,,とどまるマンション,板橋区板橋2丁目
ウェスタ板橋仲宿,板橋区役所前,6,板橋区役所前:6|板橋本町:10|大山:13|新板橋:15,賃貸,2024,14,2987,建築物環境計画書,板橋区仲宿54-20
板橋ハイタウン,板橋区役所前,6,板橋区役所前:6|板橋本町:10|大山:13|新板橋:15,分譲,,,,とどまるマンション,板橋区仲宿
板橋仲宿パーク・ホームズ,板橋区役所前,6,板橋区役所前:6|板橋本町:10|大山:13|新板橋:15,分譲,,,,とどまるマンション,板橋区仲宿
クレイシア・ヴァースクレイシア IDZ 板橋本町ステーションコート,板橋本町,4,板橋本町:4|板橋区役所前:12|中板橋:12|本蓮沼:14|大山:14,分譲,2022,14,4072,建築物環境計画書,板橋区大和町13番6(地名地番)
プライムアーバン板橋区役所前,板橋本町,4,板橋本町:4|板橋区役所前:12|本蓮沼:14,賃貸,,,,とどまるマンション,板橋区本町
プラウドフラット板橋本町,板橋本町,4,板橋本町:4|板橋区役所前:12|本蓮沼:14,賃貸,,,,とどまるマンション,板橋区本町
パークアクシス板橋本町ステーションゲート,板橋本町,5,板橋本町:5|本蓮沼:7,賃貸,2024,12,4219,建築物環境計画書,板橋区清水町36番4号
CREVISTA 柴又,柴又,6,柴又:6|金町:13|京成高砂:14|新柴又:15,分譲,2024,5,3238,建築物環境計画書,葛飾区柴又3丁目22番13号
グランドメゾンつつじヶ丘,柴崎,6,柴崎:6|国領:11,分譲,,,,とどまるマンション,調布市柴崎1丁目
ライオンズヒルズ調布つつじヶ丘 壱番館,柴崎,11,柴崎:11,分譲,,,,とどまるマンション,調布市柴崎2丁目
ライオンズヒルズ調布つつじヶ丘 弐番館,柴崎,11,柴崎:11,分譲,,,,とどまるマンション,調布市柴崎2丁目
クレヴィア上野池之端,根津,4,根津:4|東大前:10|上野:11|湯島:11|本郷三丁目:14,分譲,,,,とどまるマンション,台東区池之端2丁目
D-PLACE 下高井戸,桜上水,3,桜上水:3|下高井戸:8|上北沢:13|永福町:15|西永福:15,賃貸,2024,9,2197,建築物環境計画書,"杉並区下高井戸1丁目193-1,-2,-3,194-1"
ザ・パークハビオ 上北沢,桜上水,3,桜上水:3|下高井戸:8|上北沢:13|永福町:15|西永福:15,賃貸,2023,14,3436,建築物環境計画書,杉並区下高井戸一丁目41番7号(住居表示)
桜上水ガーデンズ A棟,桜上水,3,桜上水:3|下高井戸:10|上北沢:12,分譲,,,,とどまるマンション,世田谷区桜上水4丁目
桜上水ガーデンズ B棟,桜上水,3,桜上水:3|下高井戸:10|上北沢:12,分譲,,,,とどまるマンション,世田谷区桜上水4丁目
桜上水ガーデンズ C棟,桜上水,3,桜上水:3|下高井戸:10|上北沢:12,分譲,,,,とどまるマンション,世田谷区桜上水4丁目
桜上水ガーデンズ D棟,桜上水,3,桜上水:3|下高井戸:10|上北沢:12,分譲,,,,とどまるマンション,世田谷区桜上水4丁目
桜上水ガーデンズ E棟,桜上水,3,桜上水:3|下高井戸:10|上北沢:12,分譲,,,,とどまるマンション,世田谷区桜上水4丁目
桜上水ガーデンズ F・G棟,桜上水,3,桜上水:3|下高井戸:10|上北沢:12,分譲,,,,とどまるマンション,世田谷区桜上水4丁目
桜上水ガーデンズ H棟,桜上水,3,桜上水:3|下高井戸:10|上北沢:12,分譲,,,,とどまるマンション,世田谷区桜上水4丁目
桜上水ガーデンズ I棟,桜上水,3,桜上水:3|下高井戸:10|上北沢:12,分譲,,,,とどまるマンション,世田谷区桜上水4丁目
イトーピア南砂町マンション,桜台,6,桜台:6|新江古田:10|練馬:10|新桜台:12|江古田:13,分譲,,,,とどまるマンション,練馬区豊玉北3丁目
ガーラ・プレシャス練馬,桜台,6,桜台:6|新江古田:10|練馬:10|新桜台:12|江古田:13,賃貸,,,,とどまるマンション,練馬区豊玉北3丁目
グランドメゾン桜新町,桜新町,4,桜新町:4|用賀:12,分譲,,,,とどまるマンション,世田谷区桜新町2丁目
グランドメゾン桜新町レジデンス,桜新町,4,桜新町:4|用賀:12,分譲,,,,とどまるマンション,世田谷区桜新町2丁目
Brillia深沢八丁目,桜新町,8,桜新町:8|用賀:12,分譲,2024,3,3412,建築物環境計画書,世田谷区深沢8丁目70番18
セレッソブローテ桜新町,桜新町,8,桜新町:8|上町:10|世田谷:13,賃貸,2023,6,2559,建築物環境計画書,世田谷区弦巻4丁目12番17号(住居表示)
ザ・パークハウス 駒沢レジデンス,桜新町,9,桜新町:9|駒沢大学:9,分譲,2021,5,6124,建築物環境計画書,世田谷区駒沢三丁目27番9号
パークシティ弦巻 コート・フロント・レジデンス、イースト・レジデンス、サウス・レジデンス,桜新町,9,桜新町:9|駒沢大学:10|世田谷:12|松陰神社前:13|上町:14,,,,,とどまるマンション,世田谷区弦巻2丁目
ベルファース駒沢三丁目,桜新町,9,桜新町:9|駒沢大学:9,賃貸,2023,3,3444,建築物環境計画書,世田谷区駒沢3丁目7-3(住居表示)
カーメスト桜新町 1号棟,桜新町,11,桜新町:11|上町:13|用賀:15,賃貸,2024,5,4348,建築物環境計画書,"世田谷区弦巻五丁目 629番2,5,6(東)(住居表示:弦巻五丁目10番1号)"
カーメスト桜新町 2号棟,桜新町,11,桜新町:11|上町:13|用賀:15,賃貸,2024,5,2620,建築物環境計画書,"世田谷区弦巻五丁目 611番1,7,8(西) (住居表示:弦巻五丁目9番2号)"
コンフォール弦巻,桜新町,11,桜新町:11|上町:13|用賀:15,賃貸,,,,とどまるマンション,世田谷区弦巻5丁目
プラウド弦巻,桜新町,11,桜新町:11|上町:13|用賀:15,分譲,,,,とどまるマンション,世田谷区弦巻五丁目
パークホームズ深沢七丁目,桜新町,13,桜新町:13,分譲,2023,3,3340,建築物環境計画書,世田谷区深沢七丁目127番3
サンクレイドル桜街道レジデンス,桜街道,8,桜街道:8|玉川上水:12|上北台:12,分譲,2023,7,8701,建築物環境計画書,東大和市立野三丁目636番1
スカイコート北糀谷,梅屋敷,8,梅屋敷:8|京急蒲田:10|糀谷:11|大森町:14,賃貸,2022,6,4529,建築物環境計画書,大田区北糀谷2丁目8番3号
プラウド京急蒲田,梅屋敷,8,梅屋敷:8|京急蒲田:10|糀谷:11|大森町:14,分譲,2024,9,6693,建築物環境計画書,大田区北糀谷二丁目367番
コンフォリア・リヴ大森西,梅屋敷,10,梅屋敷:10|大森町:11,賃貸,2025,8,6199,建築物環境計画書,大田区大森西四丁目5番3(住居表示)
ガーラ・レジデンス梅島ベルモント公園,梅島,6,梅島:6|西新井:11,分譲,2026,8,5076,建築物環境計画書,"足立区梅島2丁目17番3,17番4"
藤和シティホームズ梅島,梅島,6,梅島:6|五反野:14|西新井:15,分譲,,,,とどまるマンション,足立区梅田6丁目
プラウドフラット森下ウエスト,森下,1,森下:1|清澄白河:9|浜町:9|両国:11|菊川:12,賃貸,,,,とどまるマンション,江東区新大橋三丁目
ベルファース森下フォレスト,森下,1,森下:1|清澄白河:8|菊川:10|浜町:11|両国:13,賃貸,2023,15,2238,建築物環境計画書,江東区森下一丁目16番4号
TRADIS 森下II,森下,3,森下:3|浜町:7|清澄白河:10|両国:10|東日本橋:12,賃貸,2026,15,2999,建築物環境計画書,江東区新大橋2丁目1番地2、他4筆
ル・サンク東京森下,森下,3,森下:3|両国:9|浜町:10|菊川:11|清澄白河:12,分譲,,,,とどまるマンション,墨田区千歳3丁目
シャリエ椎名町,椎名町,3,椎名町:3|落合南長崎:11|下落合:13|要町:14|東長崎:14,分譲,2025,15,5007,建築物環境計画書,豊島区南長崎一丁目17番18号
ザ・パークハビオ 目白タワー,椎名町,4,椎名町:4|下落合:11|目白:13|要町:13|落合南長崎:14,賃貸,2024,19,7245,建築物環境計画書,豊島区目白五丁目19番10-0000号
プラウド椎名町ガーデンテラス,椎名町,6,椎名町:6|落合南長崎:8|東長崎:11|下落合:14|中井:14,分譲,2022,5,2883,建築物環境計画書,豊島区南長崎二丁目2076-1
オープンレジデンス目白,椎名町,7,椎名町:7|目白:8|要町:13|下落合:13|池袋:13,分譲,,,,とどまるマンション,豊島区目白四丁目
KDXレジデンス武蔵境II,武蔵境,4,武蔵境:4,賃貸,2024,3,1996,建築物環境計画書,武蔵野市境一丁目7番16
トラープランド蒼麗館,武蔵境,5,武蔵境:5,賃貸,2025,7,8481,建築物環境計画書,武蔵野市境二丁目916番6ほか
ファインスクェア武蔵境,武蔵境,10,武蔵境:10|東小金井:13,分譲,2022,5,2559,建築物環境計画書,武蔵野市境五丁目1559番8
藤和学芸大学ホームズII,武蔵小山,6,武蔵小山:6|西小山:13|不動前:13,分譲,,,,とどまるマンション,品川区小山台2丁目
ライオンズプラザ武蔵小山,武蔵小山,7,武蔵小山:7|西小山:9|戸越銀座:9|荏原中延:10|戸越:11,分譲,,,,とどまるマンション,品川区荏原4丁目
カーメスト武蔵小金井 1号棟,武蔵小金井,9,武蔵小金井:9,賃貸,2025,7,14128,建築物環境計画書,小金井市本町四丁目7番33号(住居表示)
キャトルセゾン,武蔵小金井,13,武蔵小金井:13,賃貸,,,,とどまるマンション,小金井市貫井南町3丁目
小金井ヘルス・ケア・マンション,武蔵小金井,13,武蔵小金井:13,分譲,,,,とどまるマンション,小金井市桜町1丁目
ライオンズマンション武蔵小金井フォレスト ガーデン,武蔵小金井,14,武蔵小金井:14,分譲,,,,とどまるマンション,小金井市貫井南町2丁目
アジールコート武蔵新田,武蔵新田,7,武蔵新田:7|矢口渡:8|千鳥町:14|下丸子:14,分譲,2021,7,2397,建築物環境計画書,大田区矢口2丁目31-7
プライム大田矢口 イースト棟,武蔵新田,7,武蔵新田:7|矢口渡:8|千鳥町:14|下丸子:14,分譲,2022,9,2109,建築物環境計画書,大田区矢口二丁目1番20
プライム大田矢口 ウエスト棟,武蔵新田,7,武蔵新田:7|矢口渡:8|千鳥町:14|下丸子:14,分譲,2022,8,5225,建築物環境計画書,大田区矢口二丁目1番20
ガーラ・レジデンス府中武蔵野台,武蔵野台,2,武蔵野台:2,分譲,2024,7,4487,建築物環境計画書,府中市白糸台4丁目65-9他5筆
鹿島千惠子様共同住宅(フロレゾン),武蔵野台,5,武蔵野台:5,賃貸,2025,4,2027,建築物環境計画書,府中市白糸台2丁目4-7他
シュロス府中武蔵野台シルクハウス,武蔵野台,7,武蔵野台:7|飛田給:12,分譲,2023,10,4968,建築物環境計画書,府中市白糸台三丁目14番2
プラネスーペリア府中白糸台,武蔵野台,7,武蔵野台:7|東府中:14,分譲,2025,12,6640,建築物環境計画書,府中市白糸台一丁目33番1 他
アンビシャス府中武蔵野台,武蔵野台,11,武蔵野台:11,分譲,2021,6,2735,建築物環境計画書,府中市押立町三丁目32-1、32-44(地名地番)
Brillia関町北,武蔵関,4,武蔵関:4|東伏見:13,分譲,,,,とどまるマンション,練馬区関町北2丁目
グランドベイス練馬関町レジデンス,武蔵関,4,武蔵関:4,分譲,,,,とどまるマンション,練馬区関町北一丁目
BrilliaCity三鷹,武蔵関,10,武蔵関:10|東伏見:15,分譲,,,,とどまるマンション,練馬区関町南4丁目
エステムコートグラン 吉祥寺,武蔵関,10,武蔵関:10|上石神井:15,分譲,2024,5,5114,建築物環境計画書,練馬区関町南三丁目849-11
GREEN PARK 日本橋蛎殻町,水天宮前,2,水天宮前:2|人形町:5|茅場町:6|浜町:10|三越前:12,,,,,中央区防災認定,中央区日本橋蛎殻町1-32-4
アスコットパーク日本橋水天宮,水天宮前,2,水天宮前:2|人形町:5|茅場町:6|浜町:10|三越前:12,,,,,中央区防災認定,中央区日本橋蛎殻町1-31-3
ガーラ・レジデンス日本橋水天宮,水天宮前,2,水天宮前:2|人形町:5|茅場町:6|浜町:10|三越前:12,,,,,中央区防災認定,中央区日本橋蛎殻町1-19-2
ザ・パークハウス日本橋蛎殻町,水天宮前,2,水天宮前:2|人形町:5|茅場町:6|浜町:10|三越前:12,,,,,中央区防災認定,中央区日本橋蛎殻町1-8-5
ザ・パークハウス日本橋蛎殻町レジデンス,水天宮前,2,水天宮前:2|人形町:5|茅場町:6|浜町:10|三越前:12,分譲,,,,とどまるマンション／中央区防災認定,中央区日本橋蛎殻町1丁目
ザ・パークハウス水天宮前,水天宮前,2,水天宮前:2|人形町:6|浜町:7|茅場町:9|東日本橋:12,分譲,,,,とどまるマンション,中央区日本橋蛎殻町2丁目
プラハ日本橋人形町サウススクエア,水天宮前,2,水天宮前:2|人形町:5|茅場町:6|浜町:10|三越前:12,,,,,中央区防災認定,中央区日本橋蛎殻町1-19-8
プラハ日本橋人形町南,水天宮前,2,水天宮前:2|人形町:5|茅場町:6|浜町:10|三越前:12,,,,,中央区防災認定,中央区日本橋蛎殻町1-32-13
エコヴィレッジ日本橋水天宮前,水天宮前,4,水天宮前:4|茅場町:7|人形町:10|八丁堀:12|浜町:12,分譲,,,,とどまるマンション／中央区防災認定,中央区日本橋箱崎町
日本橋ニューシティダイヤモンドパレス,水天宮前,4,水天宮前:4|茅場町:7|人形町:10|八丁堀:12|浜町:12,,,,,中央区防災認定,中央区日本橋箱崎町44-5
グランシティ日本橋水天宮,水天宮前,6,水天宮前:6|浜町:8|清澄白河:9|森下:9|人形町:11,,,,,中央区防災認定,中央区日本橋中洲8-1
ニックハイム日本橋,水天宮前,6,水天宮前:6|浜町:8|清澄白河:9|森下:9|人形町:11,,,,,中央区防災認定,中央区日本橋中洲11-14
ハイツ日本橋中洲,水天宮前,6,水天宮前:6|浜町:8|清澄白河:9|森下:9|人形町:11,,,,,中央区防災認定,中央区日本橋中洲6-10
ヴェラハイツ日本橋浜町,水天宮前,6,水天宮前:6|浜町:8|清澄白河:9|森下:9|人形町:11,,,,,中央区防災認定,中央区日本橋中洲1-11
ウエリスアーバン水天宮前,水天宮前,8,水天宮前:8|清澄白河:9|門前仲町:11|浜町:13|森下:14,賃貸,2023,13,16154,建築物環境計画書,江東区佐賀二丁目8番6
レ・ジェイドクロス千代田神保町,水道橋,5,水道橋:5|九段下:6|神保町:6|御茶ノ水:11|新御茶ノ水:12,分譲・賃貸,2023,14,5096,建築物環境計画書,千代田区西神田二丁目2番7外
クリオ氷川台シーズンテラス,氷川台,4,氷川台:4|新桜台:9|桜台:12,分譲,2024,5,4798,建築物環境計画書,練馬区桜台三丁目44番5、他(地番)
リビオ練馬豊島園,氷川台,7,氷川台:7|平和台:10,分譲,2022,6,2950,建築物環境計画書,練馬区早宮4-19-15
氷川台南パーク・ホームズ,氷川台,8,氷川台:8|桜台:12|新桜台:14|練馬:14|豊島園:14,分譲,,,,とどまるマンション,練馬区桜台6丁目
D&#8217;クラディア氷川台,氷川台,10,氷川台:10|小竹向原:13,,,,,とどまるマンション,練馬区羽沢3丁目
クレヴィア氷川台,氷川台,10,氷川台:10|小竹向原:13,分譲,2024,5,3406,建築物環境計画書,練馬区羽沢三丁目2番4他
Lapis Concordia,永福町,4,永福町:4|西永福:9|下高井戸:11|桜上水:13|明大前:14,賃貸,2022,3,3119,建築物環境計画書,杉並区永福二丁目15-15
リビオセゾン杉並永福,永福町,4,永福町:4|西永福:7,賃貸,2024,5,2216,建築物環境計画書,杉並区永福4丁目21-12
グランドメゾン杉並永福町,永福町,5,永福町:5|西永福:12|明大前:15|方南町:15,分譲,2025,8,5306,建築物環境計画書,杉並区和泉三丁目913番9
東京ツインパークス,汐留,1,汐留:1|新橋:3|大門:11|御成門:11|東銀座:12,分譲,,,,とどまるマンション,港区東新橋一丁目
Yビル足立江北,江北,4,江北:4|西新井大師西:8|大師前:11,賃貸,,,,とどまるマンション,足立区西新井本町2丁目
Yビル足立江北ティアラ,江北,4,江北:4|西新井大師西:8|大師前:11,賃貸,,,,とどまるマンション,足立区西新井本町2丁目
Yビル江北oneタワー,江北,6,江北:6|扇大橋:9,賃貸,,,,とどまるマンション,足立区江北1丁目
イグジスタ高野,江北,6,江北:6|扇大橋:9,賃貸,2023,13,2390,建築物環境計画書,"足立区扇三丁目1169番1,3,1170番3(地名地番)"
カーメスト興野町 A号棟,江北,9,江北:9|大師前:9|扇大橋:15,賃貸,2022,8,7339,建築物環境計画書,足立区西新井本町4丁目17番
ザ・パークハビオ 江古田,江古田,6,江古田:6|新江古田:6|東長崎:10|新桜台:12|小竹向原:14,賃貸,2026,14,4339,建築物環境計画書,練馬区旭丘1丁目74-1
藤和シティコープ江古田,江古田,6,江古田:6|新江古田:6|東長崎:10|新桜台:12|小竹向原:14,分譲,,,,とどまるマンション,練馬区旭丘1丁目
オープンレジデンシア神楽坂プレイス,江戸川橋,3,江戸川橋:3|神楽坂:5|牛込神楽坂:9|飯田橋:14|茗荷谷:14,分譲,2025,5,4062,建築物環境計画書,新宿区改代町23番2 (地名地番)
ザ・パークハビオ文京江戸川橋,江戸川橋,4,江戸川橋:4|神楽坂:10|早稲田:11|護国寺:13|茗荷谷:13,賃貸,2023,10,3663,建築物環境計画書,文京区関口1丁目48番13号(住居表示)
クレヴィア山吹神楽坂,江戸川橋,5,江戸川橋:5|神楽坂:7|早稲田:10|牛込神楽坂:12|牛込柳町:13,分譲,2022,8,2509,建築物環境計画書,新宿区山吹町360-4
プライムアーバン神楽坂,江戸川橋,5,江戸川橋:5|神楽坂:7|早稲田:10|牛込神楽坂:12|牛込柳町:13,賃貸,,,,とどまるマンション,新宿区山吹町
プラウドフラット神楽坂II,江戸川橋,5,江戸川橋:5|神楽坂:7|早稲田:10|牛込神楽坂:12|牛込柳町:13,賃貸,,,,とどまるマンション,新宿区山吹町
ミリアレジデンス早稲田山吹町,江戸川橋,5,江戸川橋:5|神楽坂:7|早稲田:10|牛込神楽坂:12|牛込柳町:13,賃貸,,,,とどまるマンション,新宿区山吹町
La Perla Shimokitazawa,池ノ上,3,池ノ上:3|下北沢:7|東北沢:9|世田谷代田:12|駒場東大前:14,賃貸,2023,3,882,建築物環境計画書,世田谷区代沢二丁目23番6号
パークアクシス下北沢,池ノ上,3,池ノ上:3|下北沢:7|東北沢:9|世田谷代田:12|駒場東大前:14,賃貸,2025,7,3174,建築物環境計画書,世田谷区代沢二丁目29番11号 (住居表示)
グランドメゾン代沢三丁目,池ノ上,7,池ノ上:7|下北沢:9|世田谷代田:12|東北沢:13,分譲,,,,とどまるマンション,世田谷区代沢3丁目
クレストコート池上,池上,3,池上:3|蓮沼:9|矢口渡:11|武蔵新田:13|千鳥町:15,賃貸,2025,14,2170,建築物環境計画書,大田区池上六丁目72番8
スタイリオ池上-新参道-,池上,5,池上:5|蓮沼:14,賃貸,2023,10,2900,建築物環境計画書,大田区池上4丁目 30-6
ミリアレジデンス池上,池上,6,池上:6|蓮沼:12,賃貸,,,,とどまるマンション,大田区池上5丁目
