name,st,min,near,use,year,floors,area,src,addr
東京工業大学(西蒲田)職員宿舎整備運営事業,池上,6,池上:6|蓮沼:9|矢口渡:14|蒲田:15,賃貸,2025,8,8553,建築物環境計画書,大田区西蒲田2丁目3番
プレサンスロジェ池尻大橋,池尻大橋,3,池尻大橋:3|駒場東大前:14|神泉:14,分譲,,,,とどまるマンション,目黒区東山3丁目
Brillia ist 池尻大橋,池尻大橋,4,池尻大橋:4|駒場東大前:8|神泉:10,賃貸,2025,7,11288,とどまるマンション／建築物環境計画書,目黒区大橋2丁目683番113
Brillia 目黒大橋,池尻大橋,4,池尻大橋:4|駒場東大前:8|神泉:10,分譲,2025,5,10041,建築物環境計画書,目黒区大橋2丁目683番114(地番)
デュオフラッツ池尻大橋,池尻大橋,4,池尻大橋:4|神泉:10|駒場東大前:11,賃貸,,,,とどまるマンション,目黒区大橋1丁目
デュオフラッツ池尻大橋ノリス,池尻大橋,4,池尻大橋:4|神泉:10|駒場東大前:11,賃貸,,,,とどまるマンション,目黒区大橋一丁目
プリズムタワー,池尻大橋,4,池尻大橋:4|神泉:10|駒場東大前:11,分譲,,,,とどまるマンション,目黒区大橋1丁目
クラッシィハウス世田谷公園,池尻大橋,5,池尻大橋:5,分譲,,,,とどまるマンション,世田谷区池尻2丁目
プライマルイプセ池尻大橋,池尻大橋,5,池尻大橋:5,賃貸,2022,13,3935,建築物環境計画書,世田谷区池尻二丁目414番1 他(地名地番)
La Perla 目黒東山,池尻大橋,7,池尻大橋:7|祐天寺:13|中目黒:13,賃貸,2024,4,852,建築物環境計画書,目黒区東山二丁目8番10号
グランハイツ池尻,池尻大橋,7,池尻大橋:7|駒場東大前:9|池ノ上:12,賃貸,,,,とどまるマンション,世田谷区池尻4丁目
ピア-ス中目黒WEST,池尻大橋,7,池尻大橋:7|祐天寺:13|中目黒:13,分譲,2023,6,2267,建築物環境計画書,目黒区東山2丁目1228番4
ビバリーホームズ青葉台,池尻大橋,8,池尻大橋:8|神泉:8|中目黒:13|駒場東大前:13|代官山:14,分譲,2021,3,1359,建築物環境計画書,目黒区青葉台三丁目3番3号
アークステージ目白,池袋,1,池袋:1|東池袋:10|目白:10|雑司が谷:11,分譲,,,,とどまるマンション,豊島区南池袋1丁目
パークホームズ南池袋,池袋,1,池袋:1|東池袋:10|目白:10|雑司が谷:11,分譲,2025,17,4789,建築物環境計画書,豊島区南池袋一丁目34番1
プライムアーバン南池袋,池袋,5,池袋:5|東池袋:5|雑司が谷:9|目白:12,賃貸,,,,とどまるマンション,豊島区南池袋二丁目
ザ・パークワンズ西池袋,池袋,6,池袋:6|目白:7|椎名町:12|要町:13|雑司が谷:13,賃貸,2024,5,2177,建築物環境計画書,豊島区西池袋2丁目21番20号
ウィルテラス池袋,池袋,9,池袋:9|要町:11|北池袋:14,賃貸,2025,14,2837,建築物環境計画書,豊島区池袋二丁目19番4号
第三ハルタビル,池袋,9,池袋:9|要町:11|北池袋:14,賃貸,,,,とどまるマンション,豊島区池袋2丁目
河辺ビューパレー多摩川,河辺,8,河辺:8|東青梅:10,,,,,とどまるマンション,青梅市千ヶ瀬町1丁目
セントヒルズ田園調布,沼部,4,沼部:4|鵜の木:10|御嶽山:12|久が原:13|多摩川:14,分譲,,,,とどまるマンション,大田区田園調布南
キャピタルマークタワー,泉岳寺,8,泉岳寺:8|田町:8|三田:11|芝浦ふ頭:12,分譲,,,,とどまるマンション,港区芝浦4丁目
ブランズ芝浦,泉岳寺,8,泉岳寺:8|田町:8|三田:11|芝浦ふ頭:12,分譲,2026,14,3983,建築物環境計画書,港区芝浦四丁目4-11
芝浦アイランド グローヴタワー,泉岳寺,8,泉岳寺:8|田町:8|三田:11|芝浦ふ頭:12,分譲,,,,とどまるマンション,港区芝浦4丁目
芝浦アイランド ケープタワー,泉岳寺,8,泉岳寺:8|田町:8|三田:11|芝浦ふ頭:12,分譲,,,,とどまるマンション,港区芝浦4丁目
プラウド目黒洗足ガーデンコート,洗足,1,洗足:1|北千束:6|西小山:9|大岡山:10|長原:13,分譲,2021,3,3483,建築物環境計画書,目黒区洗足二丁目8番6号
アデニウム洗足池南,洗足池,11,洗足池:11|長原:12|西馬込:14|石川台:14,分譲,,,,とどまるマンション,大田区上池台3丁目
グランドメゾン浅草花川戸,浅草,1,浅草:1|本所吾妻橋:8|田原町:10|とうきょうスカイツリー:13,分譲,,,,とどまるマンション,台東区花川戸1丁目
THE ASAKUSA RESIDENCE,浅草,4,浅草:4|田原町:6|本所吾妻橋:12|蔵前:13|稲荷町:14,分譲,2023,14,9479,建築物環境計画書,台東区浅草一丁目62番2号他(地名地番)
プレシス浅草雷門,浅草,4,浅草:4|田原町:6|本所吾妻橋:12|蔵前:13|稲荷町:14,分譲,,,,とどまるマンション,台東区浅草一丁目
クレスント,浅草,5,浅草:5|田原町:9|本所吾妻橋:13|入谷:15,賃貸,,,,とどまるマンション,台東区浅草2丁目
ルフォンプログレ浅草テラス,浅草,5,浅草:5|田原町:9|本所吾妻橋:13|入谷:15,分譲,2023,15,2979,建築物環境計画書,台東区浅草2丁目20番2号
J.GRAN Court 浅草,浅草,8,浅草:8|田原町:12|入谷:14,賃貸,2023,12,2720,建築物環境計画書,台東区浅草三丁目25-1
ザ・パークハウス浅草,浅草,8,浅草:8|田原町:12|入谷:14,分譲,,,,とどまるマンション,台東区浅草三丁目
シーズンフラッツ浅草言問通り,浅草,8,浅草:8|田原町:12|入谷:14,賃貸,2024,13,2226,建築物環境計画書,台東区浅草三丁目19番3、19番5の一部
クリオ浅草セントラルマークス,浅草,9,浅草:9|本所吾妻橋:14,分譲,2022,11,3148,建築物環境計画書,台東区浅草6丁目11-4(住居表示)
パークホームズ浅草六丁目,浅草,9,浅草:9|本所吾妻橋:14,分譲,2025,13,3347,建築物環境計画書,台東区浅草六丁目221番1(地番)
プラウドフラット浅草,浅草,9,浅草:9|本所吾妻橋:14,賃貸,,,,とどまるマンション,台東区浅草6丁目
プラウドフラット浅草ディアージュ,浅草,9,浅草:9|本所吾妻橋:14,賃貸,,,,とどまるマンション,台東区浅草6丁目
アーバンパーク浅草,浅草,13,浅草:13,賃貸,2022,11,2795,建築物環境計画書,台東区東浅草1丁目2番9号
サンクレイドル浅草レジデンス,浅草,13,浅草:13,分譲,2023,15,3635,建築物環境計画書,台東区東浅草1丁目31-4外
ジニア浅草,浅草,13,浅草:13,賃貸,2021,10,2491,建築物環境計画書,台東区東浅草一丁目4番4号
ライズ早川,浅草,13,浅草:13|三ノ輪:14|入谷:14,賃貸,,,,とどまるマンション,台東区浅草5丁目
テラス 浅草橋,浅草橋,2,浅草橋:2|両国:6|東日本橋:7|馬喰町:7|馬喰横山:8,賃貸,2023,13,3465,建築物環境計画書,台東区柳橋一丁目31番3号
パークホームズ浅草橋,浅草橋,2,浅草橋:2|馬喰町:6|東日本橋:7|馬喰横山:8|両国:10,分譲,2025,19,8046,建築物環境計画書,台東区浅草橋一丁目1番1(地番)
プラウドフラット浅草橋III,浅草橋,2,浅草橋:2|両国:6|東日本橋:7|馬喰町:7|馬喰横山:8,賃貸,,,,とどまるマンション,台東区柳橋1丁目
ミリアレジデンス浅草橋III,浅草橋,2,浅草橋:2|馬喰町:6|東日本橋:7|馬喰横山:8|両国:10,賃貸,,,,とどまるマンション,台東区浅草橋1丁目
PRARIE SKY RESIDENCE,浅草橋,4,浅草橋:4|両国:6|蔵前:6|東日本橋:10|馬喰町:11,賃貸,2025,12,2350,建築物環境計画書,台東区柳橋2丁目21-9
プラウドフラット浅草橋II,浅草橋,4,浅草橋:4|両国:6|蔵前:6|東日本橋:10|馬喰町:11,賃貸,,,,とどまるマンション,台東区柳橋二丁目
ミリアレジデンス浅草橋II,浅草橋,4,浅草橋:4|両国:6|蔵前:6|東日本橋:10|馬喰町:11,賃貸,2022,10,3265,とどまるマンション／建築物環境計画書,台東区柳橋2丁目11番32(地名・地番)
リージア浅草橋,浅草橋,4,浅草橋:4|両国:6|蔵前:6|東日本橋:10|馬喰町:11,賃貸,2023,13,2518,建築物環境計画書,台東区柳橋2丁目15番5号
プラウドフラット浅草橋,浅草橋,5,浅草橋:5|蔵前:6|新御徒町:10|両国:10|馬喰町:11,賃貸,,,,とどまるマンション,台東区浅草橋三丁目
ミリアレジデンス浅草橋,浅草橋,6,浅草橋:6|馬喰町:7|岩本町:8|秋葉原:8|馬喰横山:9,賃貸,,,,とどまるマンション,台東区浅草橋4丁目
ルフォンプログレ秋葉原EAST,浅草橋,6,浅草橋:6|新御徒町:9|秋葉原:9|馬喰町:10|岩本町:10,賃貸,2022,15,2614,建築物環境計画書,台東区浅草橋五丁目25番5
パークホームズ浜松町,浜松町,5,浜松町:5|大門:8|日の出:9|汐留:11|芝公園:13,分譲,2023,18,4857,建築物環境計画書,港区海岸1丁目20番6
サンウッド浜田山,浜田山,2,浜田山:2|西永福:9,分譲,2024,5,3417,建築物環境計画書,杉並区浜田山3丁目936番35(地番)
パストラルハイム浜田山,浜田山,4,浜田山:4|西永福:10|上北沢:14|高井戸:15,分譲,,,,とどまるマンション,杉並区浜田山2丁目
パーク・ハイム浜田山,浜田山,4,浜田山:4|西永福:10|上北沢:14|高井戸:15,分譲,,,,とどまるマンション,杉並区浜田山2丁目
グランリビオ浜田山,浜田山,6,浜田山:6|西永福:10,分譲,2023,3,7019,建築物環境計画書,杉並区浜田山4丁目 992番35、36
ライオンズガーデン浜田山,浜田山,9,浜田山:9|西永福:13,分譲,,,,とどまるマンション,杉並区成田西1丁目
Brillia日本橋浜町公園id,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町2-44-6
アスコットパーク日本橋浜町公園,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町2-27-1
コスモ日本橋浜町,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町3-32-3
トルナーレ日本橋浜町,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町3-3-1
ニューハウス浜町,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町3-20-11
ビラ浜町,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町2-15-5
ファミール日本橋浜町グランスイート,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町1-4-14
プレミスト日本橋浜町公園,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町2-62-5
ライオンズマンション日本橋浜町,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町3-28-2
ヴィークコート人形町,浜町,3,浜町:3|東日本橋:4|馬喰横山:6|馬喰町:7|人形町:8,,,,,中央区防災認定,中央区日本橋浜町2-10-2
シーズンフラッツ両国サウス,浜町,5,浜町:5|両国:7|東日本橋:7|森下:8|馬喰横山:10,賃貸,2025,9,3923,建築物環境計画書,墨田区千歳一丁目1番2(地名地番)
プライムメゾン森下WEST,浜町,5,浜町:5|森下:5|東日本橋:10|両国:10|清澄白河:11,賃貸,2023,9,7061,建築物環境計画書,江東区新大橋一丁目3番11
プレディアコート森下テラス,浜町,5,浜町:5|両国:7|東日本橋:7|森下:8|馬喰横山:10,賃貸,2022,9,3313,建築物環境計画書,墨田区千歳1丁目2番6他3筆
ジオ板橋浮間舟渡,浮間舟渡,4,浮間舟渡:4|蓮根:14,分譲,2026,7,47886,建築物環境計画書,板橋区舟渡1丁目13-2、3、4、5、7、14 全6筆(地番)
プライムアーバン浮間公園,浮間舟渡,5,浮間舟渡:5|北赤羽:13,賃貸,,,,とどまるマンション,北区浮間四丁目
ロイジェント志村坂上,浮間舟渡,8,浮間舟渡:8|蓮根:10|志村三丁目:13,分譲,2022,7,7072,建築物環境計画書,"板橋区東坂下2丁目6-3,6-4,6-8"
アーバネックス千代田淡路町,淡路町,1,淡路町:1|新御茶ノ水:4|神田:7|御茶ノ水:7|神保町:9,賃貸,2022,13,2995,建築物環境計画書,千代田区神田小川町1丁目7番地4
GREEN PARK 神田司町,淡路町,2,淡路町:2|神田:4|新御茶ノ水:6|御茶ノ水:9|岩本町:9,分譲,2022,12,1729,建築物環境計画書,千代田区神田司町二丁目4番地9
GREEN PARK 淡路町,淡路町,3,淡路町:3|新御茶ノ水:5|秋葉原:6|岩本町:6|神田:6,分譲,2022,12,2764,建築物環境計画書,千代田区神田須田町一丁目6番地24
パークリュクス神田多町,淡路町,3,淡路町:3|神田:3|新御茶ノ水:6|岩本町:7|新日本橋:9,分譲,2024,11,2542,建築物環境計画書,千代田区神田多町二丁目11番17
ルフォンプログレ神田プレミア,淡路町,3,淡路町:3|新御茶ノ水:5|秋葉原:6|岩本町:6|神田:6,賃貸,2023,12,2979,建築物環境計画書,千代田区神田須田町1丁目20番1
パークハウス清澄白河 ステーションサイド棟,清澄白河,4,清澄白河:4|菊川:9|森下:10,分譲,,,,とどまるマンション,江東区白河2丁目
パークハウス清澄白河 リバーサイド棟,清澄白河,4,清澄白河:4|菊川:9|森下:10,分譲,,,,とどまるマンション,江東区白河2丁目
プラウドフラット清澄白河,清澄白河,4,清澄白河:4|森下:5|菊川:9|浜町:14,賃貸,,,,とどまるマンション,江東区高橋
プラウドフラット清澄白河II,清澄白河,5,清澄白河:5|菊川:12|森下:13|門前仲町:14,賃貸,,,,とどまるマンション,江東区三好二丁目
プライムメゾン清澄白河,清澄白河,8,清澄白河:8|門前仲町:11|木場:12,賃貸,2023,7,2999,建築物環境計画書,江東区平野二丁目2番29号
ピアース渋谷,渋谷,4,渋谷:4|神泉:8|代官山:11,分譲,2022,14,3178,建築物環境計画書,渋谷区桜丘町10番6号
ルピナス渋谷桜丘ガーデンコート,渋谷,4,渋谷:4|神泉:8|代官山:11,分譲,,,,とどまるマンション,渋谷区桜丘町
アトラス青山レジデンシャル,渋谷,5,渋谷:5|表参道:11|神泉:14,分譲,2023,14,4713,建築物環境計画書,渋谷区渋谷二丁目5番12号
パークコート渋谷 ザ タワー,渋谷,7,渋谷:7|神泉:8|原宿:13|代々木公園:13|代々木八幡:14,分譲,,,,とどまるマンション,渋谷区宇田川町
ルジェンテ上野黒門町,湯島,2,湯島:2|御徒町:4|末広町:5|仲御徒町:5|上野:11,分譲,2023,13,2992,建築物環境計画書,台東区上野一丁目4番
ザ・ライオンズフォーシア 文京湯島,湯島,3,湯島:3|末広町:5|御徒町:7|仲御徒町:8|御茶ノ水:10,賃貸,2025,14,2206,建築物環境計画書,文京区湯島3丁目340-2・3、341-2・3
シティハウス湯島ステーションコート,湯島,3,湯島:3|末広町:5|御徒町:7|仲御徒町:8|御茶ノ水:10,分譲,2025,16,6222,建築物環境計画書,文京区湯島三丁目47番9
ロータス上野池之端,湯島,3,湯島:3|御徒町:4|仲御徒町:6|上野:8|末広町:9,賃貸,2024,15,4156,建築物環境計画書,台東区上野二丁目11番16-(部屋番号)号
アルモニー御茶ノ水,湯島,5,湯島:5|本郷三丁目:7|末広町:7|御茶ノ水:8|御徒町:10,賃貸,,,,とどまるマンション,文京区湯島2丁目
パークホームズ本郷三丁目,湯島,5,湯島:5|本郷三丁目:7|末広町:7|御茶ノ水:8|御徒町:10,分譲,2023,13,3735,建築物環境計画書,文京区湯島二丁目47番2他
プラウド御茶ノ水,湯島,5,湯島:5|本郷三丁目:7|末広町:7|御茶ノ水:8|御徒町:10,分譲,2024,13,9153,建築物環境計画書,文京区湯島二丁目105‐13(地番)
