muni,muni_code,q_count,first_q,last_q,chg_1y,chg_3y,chg_5y,chg_10y,chg_all,cagr_10y,vol,cnt_chg_5y,trend_json
江戸川区,13123,83,2005Q3,2026Q1,13.7,17.4,35.0,46.9,88.7,3.92,5.9,109.5,"[{""y"":2016,""q"":2,""v"":476923,""n"":99},{""y"":2016,""q"":3,""v"":500000,""n"":98},{""y"":2016,""q"":4,""v"":476923,""n"":77},{""y"":2017,""q"":1,""v"":487500,""n"":103},{""y"":2017,""q"":2,""v"":503846,""n"":84},{""y"":2017,""q"":3,""v"":500000,""n"":90},{""y"":2017,""q"":4,""v"":500000,""n"":84},{""y"":2018,""q"":1,""v"":487560,""n"":110},{""y"":2018,""q"":2,""v"":520000,""n"":95},{""y"":2018,""q"":3,""v"":466667,""n"":76},{""y"":2018,""q"":4,""v"":483333,""n"":80},{""y"":2019,""q"":1,""v"":480000,""n"":111},{""y"":2019,""q"":2,""v"":485714,""n"":98},{""y"":2019,""q"":3,""v"":490909,""n"":91},{""y"":2019,""q"":4,""v"":553846,""n"":83},{""y"":2020,""q"":1,""v"":538462,""n"":102},{""y"":2020,""q"":2,""v"":500000,""n"":61},{""y"":2020,""q"":3,""v"":483333,""n"":107},{""y"":2020,""q"":4,""v"":512670,""n"":114},{""y"":2021,""q"":1,""v"":533333,""n"":192},{""y"":2021,""q"":2,""v"":529412,""n"":199},{""y"":2021,""q"":3,""v"":542857,""n"":210},{""y"":2021,""q"":4,""v"":569231,""n"":231},{""y"":2022,""q"":1,""v"":564706,""n"":201},{""y"":2022,""q"":2,""v"":562500,""n"":183},{""y"":2022,""q"":3,""v"":584615,""n"":224},{""y"":2022,""q"":4,""v"":579798,""n"":192},{""y"":2023,""q"":1,""v"":600000,""n"":237},{""y"":2023,""q"":2,""v"":586667,""n"":185},{""y"":2023,""q"":3,""v"":600000,""n"":207},{""y"":2023,""q"":4,""v"":600000,""n"":201},{""y"":2024,""q"":1,""v"":600000,""n"":229},{""y"":2024,""q"":2,""v"":587084,""n"":220},{""y"":2024,""q"":3,""v"":583974,""n"":202},{""y"":2024,""q"":4,""v"":636364,""n"":219},{""y"":2025,""q"":1,""v"":615385,""n"":303},{""y"":2025,""q"":2,""v"":615385,""n"":279},{""y"":2025,""q"":3,""v"":675000,""n"":251},{""y"":2025,""q"":4,""v"":700000,""n"":254},{""y"":2026,""q"":1,""v"":692308,""n"":209}]"
八王子市,13201,76,2007Q2,2026Q1,1.4,5.6,26.4,23.8,19.1,2.16,7.9,92.7,"[{""y"":2016,""q"":2,""v"":276923,""n"":89},{""y"":2016,""q"":3,""v"":283333,""n"":73},{""y"":2016,""q"":4,""v"":307180,""n"":70},{""y"":2017,""q"":1,""v"":272727,""n"":95},{""y"":2017,""q"":2,""v"":269048,""n"":92},{""y"":2017,""q"":3,""v"":300000,""n"":67},{""y"":2017,""q"":4,""v"":310477,""n"":90},{""y"":2018,""q"":1,""v"":310000,""n"":103},{""y"":2018,""q"":2,""v"":266667,""n"":77},{""y"":2018,""q"":3,""v"":266667,""n"":84},{""y"":2018,""q"":4,""v"":320000,""n"":88},{""y"":2019,""q"":1,""v"":289011,""n"":92},{""y"":2019,""q"":2,""v"":322222,""n"":95},{""y"":2019,""q"":3,""v"":306667,""n"":95},{""y"":2019,""q"":4,""v"":264286,""n"":80},{""y"":2020,""q"":1,""v"":306667,""n"":85},{""y"":2020,""q"":2,""v"":274604,""n"":66},{""y"":2020,""q"":3,""v"":300393,""n"":90},{""y"":2020,""q"":4,""v"":283333,""n"":95},{""y"":2021,""q"":1,""v"":285714,""n"":199},{""y"":2021,""q"":2,""v"":271715,""n"":212},{""y"":2021,""q"":3,""v"":296154,""n"":216},{""y"":2021,""q"":4,""v"":302174,""n"":214},{""y"":2022,""q"":1,""v"":327273,""n"":221},{""y"":2022,""q"":2,""v"":340000,""n"":193},{""y"":2022,""q"":3,""v"":366667,""n"":201},{""y"":2022,""q"":4,""v"":340000,""n"":189},{""y"":2023,""q"":1,""v"":341176,""n"":219},{""y"":2023,""q"":2,""v"":360000,""n"":176},{""y"":2023,""q"":3,""v"":362500,""n"":169},{""y"":2023,""q"":4,""v"":350000,""n"":185},{""y"":2024,""q"":1,""v"":386667,""n"":188},{""y"":2024,""q"":2,""v"":353394,""n"":166},{""y"":2024,""q"":3,""v"":356350,""n"":166},{""y"":2024,""q"":4,""v"":359167,""n"":192},{""y"":2025,""q"":1,""v"":339819,""n"":206},{""y"":2025,""q"":2,""v"":361905,""n"":237},{""y"":2025,""q"":3,""v"":350000,""n"":228},{""y"":2025,""q"":4,""v"":367949,""n"":228},{""y"":2026,""q"":1,""v"":357519,""n"":174}]"
立川市,13202,76,2007Q2,2026Q1,1.3,6.9,19.6,49.6,51.2,4.11,29.0,85.6,"[{""y"":2016,""q"":2,""v"":357143,""n"":23},{""y"":2016,""q"":3,""v"":945455,""n"":46},{""y"":2016,""q"":4,""v"":400000,""n"":22},{""y"":2017,""q"":1,""v"":476923,""n"":37},{""y"":2017,""q"":2,""v"":433333,""n"":21},{""y"":2017,""q"":3,""v"":300000,""n"":23},{""y"":2017,""q"":4,""v"":320000,""n"":27},{""y"":2018,""q"":1,""v"":400000,""n"":22},{""y"":2018,""q"":2,""v"":338462,""n"":33},{""y"":2018,""q"":3,""v"":306667,""n"":33},{""y"":2018,""q"":4,""v"":333333,""n"":29},{""y"":2019,""q"":1,""v"":418804,""n"":36},{""y"":2019,""q"":2,""v"":457143,""n"":29},{""y"":2019,""q"":3,""v"":480000,""n"":17},{""y"":2019,""q"":4,""v"":523077,""n"":25},{""y"":2020,""q"":1,""v"":343333,""n"":30},{""y"":2020,""q"":2,""v"":400000,""n"":19},{""y"":2020,""q"":3,""v"":354040,""n"":28},{""y"":2020,""q"":4,""v"":417425,""n"":46},{""y"":2021,""q"":1,""v"":450000,""n"":81},{""y"":2021,""q"":2,""v"":357778,""n"":96},{""y"":2021,""q"":3,""v"":384615,""n"":85},{""y"":2021,""q"":4,""v"":420000,""n"":95},{""y"":2022,""q"":1,""v"":406667,""n"":78},{""y"":2022,""q"":2,""v"":429167,""n"":70},{""y"":2022,""q"":3,""v"":580000,""n"":57},{""y"":2022,""q"":4,""v"":485714,""n"":79},{""y"":2023,""q"":1,""v"":383333,""n"":81},{""y"":2023,""q"":2,""v"":423333,""n"":74},{""y"":2023,""q"":3,""v"":516667,""n"":75},{""y"":2023,""q"":4,""v"":427619,""n"":68},{""y"":2024,""q"":1,""v"":742857,""n"":79},{""y"":2024,""q"":2,""v"":457143,""n"":67},{""y"":2024,""q"":3,""v"":570086,""n"":62},{""y"":2024,""q"":4,""v"":450000,""n"":64},{""y"":2025,""q"":1,""v"":508392,""n"":90},{""y"":2025,""q"":2,""v"":387084,""n"":90},{""y"":2025,""q"":3,""v"":415834,""n"":88},{""y"":2025,""q"":4,""v"":561818,""n"":90},{""y"":2026,""q"":1,""v"":706667,""n"":55}]"
武蔵野市,13203,76,2007Q2,2026Q1,4.8,17.8,23.5,34.9,49.1,3.04,12.7,115.1,"[{""y"":2016,""q"":2,""v"":620417,""n"":20},{""y"":2016,""q"":3,""v"":727273,""n"":25},{""y"":2016,""q"":4,""v"":695556,""n"":32},{""y"":2017,""q"":1,""v"":800000,""n"":27},{""y"":2017,""q"":2,""v"":820000,""n"":28},{""y"":2017,""q"":3,""v"":833333,""n"":23},{""y"":2017,""q"":4,""v"":657143,""n"":25},{""y"":2018,""q"":1,""v"":844444,""n"":23},{""y"":2018,""q"":2,""v"":800000,""n"":26},{""y"":2018,""q"":3,""v"":788235,""n"":23},{""y"":2018,""q"":4,""v"":712121,""n"":26},{""y"":2019,""q"":1,""v"":800000,""n"":31},{""y"":2019,""q"":2,""v"":640000,""n"":31},{""y"":2019,""q"":3,""v"":760000,""n"":25},{""y"":2019,""q"":4,""v"":680000,""n"":30},{""y"":2020,""q"":1,""v"":732026,""n"":32},{""y"":2020,""q"":2,""v"":880769,""n"":20},{""y"":2020,""q"":3,""v"":709091,""n"":39},{""y"":2020,""q"":4,""v"":822222,""n"":31},{""y"":2021,""q"":1,""v"":706667,""n"":62},{""y"":2021,""q"":2,""v"":725000,""n"":73},{""y"":2021,""q"":3,""v"":825000,""n"":67},{""y"":2021,""q"":4,""v"":791667,""n"":94},{""y"":2022,""q"":1,""v"":825834,""n"":96},{""y"":2022,""q"":2,""v"":920000,""n"":81},{""y"":2022,""q"":3,""v"":840000,""n"":81},{""y"":2022,""q"":4,""v"":760000,""n"":85},{""y"":2023,""q"":1,""v"":764171,""n"":58},{""y"":2023,""q"":2,""v"":863334,""n"":92},{""y"":2023,""q"":3,""v"":800000,""n"":72},{""y"":2023,""q"":4,""v"":800000,""n"":82},{""y"":2024,""q"":1,""v"":904546,""n"":88},{""y"":2024,""q"":2,""v"":952406,""n"":78},{""y"":2024,""q"":3,""v"":911111,""n"":65},{""y"":2024,""q"":4,""v"":880000,""n"":99},{""y"":2025,""q"":1,""v"":893333,""n"":91},{""y"":2025,""q"":2,""v"":894737,""n"":93},{""y"":2025,""q"":3,""v"":957143,""n"":69},{""y"":2025,""q"":4,""v"":933333,""n"":97},{""y"":2026,""q"":1,""v"":1095455,""n"":68}]"
三鷹市,13204,76,2007Q2,2026Q1,4.8,7.4,28.7,42.3,67.4,3.59,9.1,89.7,"[{""y"":2016,""q"":2,""v"":560000,""n"":31},{""y"":2016,""q"":3,""v"":636364,""n"":25},{""y"":2016,""q"":4,""v"":613333,""n"":17},{""y"":2017,""q"":1,""v"":600000,""n"":23},{""y"":2017,""q"":2,""v"":640000,""n"":23},{""y"":2017,""q"":3,""v"":642857,""n"":25},{""y"":2017,""q"":4,""v"":613333,""n"":21},{""y"":2018,""q"":1,""v"":600000,""n"":21},{""y"":2018,""q"":2,""v"":620000,""n"":23},{""y"":2018,""q"":3,""v"":650000,""n"":24},{""y"":2018,""q"":4,""v"":528978,""n"":14},{""y"":2019,""q"":1,""v"":655393,""n"":16},{""y"":2019,""q"":2,""v"":645299,""n"":22},{""y"":2019,""q"":3,""v"":614286,""n"":27},{""y"":2019,""q"":4,""v"":661538,""n"":21},{""y"":2020,""q"":1,""v"":635714,""n"":26},{""y"":2020,""q"":2,""v"":660000,""n"":21},{""y"":2020,""q"":3,""v"":653572,""n"":32},{""y"":2020,""q"":4,""v"":679488,""n"":22},{""y"":2021,""q"":1,""v"":626667,""n"":71},{""y"":2021,""q"":2,""v"":675000,""n"":87},{""y"":2021,""q"":3,""v"":705882,""n"":53},{""y"":2021,""q"":4,""v"":713846,""n"":84},{""y"":2022,""q"":1,""v"":763636,""n"":57},{""y"":2022,""q"":2,""v"":775000,""n"":73},{""y"":2022,""q"":3,""v"":738462,""n"":60},{""y"":2022,""q"":4,""v"":800000,""n"":71},{""y"":2023,""q"":1,""v"":840000,""n"":59},{""y"":2023,""q"":2,""v"":742857,""n"":51},{""y"":2023,""q"":3,""v"":844506,""n"":76},{""y"":2023,""q"":4,""v"":816667,""n"":89},{""y"":2024,""q"":1,""v"":875000,""n"":88},{""y"":2024,""q"":2,""v"":792857,""n"":68},{""y"":2024,""q"":3,""v"":821053,""n"":77},{""y"":2024,""q"":4,""v"":847059,""n"":75},{""y"":2025,""q"":1,""v"":760390,""n"":94},{""y"":2025,""q"":2,""v"":800000,""n"":60},{""y"":2025,""q"":3,""v"":891177,""n"":90},{""y"":2025,""q"":4,""v"":771429,""n"":59},{""y"":2026,""q"":1,""v"":947917,""n"":68}]"
青梅市,13205,76,2007Q2,2026Q1,-4.2,1.5,23.2,-4.2,11.3,-0.43,23.8,112.0,"[{""y"":2016,""q"":2,""v"":149394,""n"":28},{""y"":2016,""q"":3,""v"":184615,""n"":17},{""y"":2016,""q"":4,""v"":184615,""n"":19},{""y"":2017,""q"":1,""v"":138182,""n"":24},{""y"":2017,""q"":2,""v"":198000,""n"":17},{""y"":2017,""q"":3,""v"":153616,""n"":18},{""y"":2017,""q"":4,""v"":136364,""n"":17},{""y"":2018,""q"":1,""v"":176853,""n"":16},{""y"":2018,""q"":2,""v"":166667,""n"":21},{""y"":2018,""q"":3,""v"":213889,""n"":22},{""y"":2018,""q"":4,""v"":166667,""n"":26},{""y"":2019,""q"":1,""v"":197000,""n"":12},{""y"":2019,""q"":2,""v"":180000,""n"":17},{""y"":2019,""q"":3,""v"":240000,""n"":13},{""y"":2019,""q"":4,""v"":134762,""n"":16},{""y"":2020,""q"":1,""v"":160000,""n"":23},{""y"":2020,""q"":2,""v"":153000,""n"":18},{""y"":2020,""q"":3,""v"":160000,""n"":21},{""y"":2020,""q"":4,""v"":121637,""n"":20},{""y"":2021,""q"":1,""v"":158182,""n"":33},{""y"":2021,""q"":2,""v"":163333,""n"":49},{""y"":2021,""q"":3,""v"":185714,""n"":29},{""y"":2021,""q"":4,""v"":163782,""n"":54},{""y"":2022,""q"":1,""v"":200000,""n"":55},{""y"":2022,""q"":2,""v"":174773,""n"":38},{""y"":2022,""q"":3,""v"":177667,""n"":40},{""y"":2022,""q"":4,""v"":200000,""n"":43},{""y"":2023,""q"":1,""v"":200000,""n"":31},{""y"":2023,""q"":2,""v"":156090,""n"":38},{""y"":2023,""q"":3,""v"":215385,""n"":35},{""y"":2023,""q"":4,""v"":182576,""n"":48},{""y"":2024,""q"":1,""v"":169231,""n"":49},{""y"":2024,""q"":2,""v"":182576,""n"":34},{""y"":2024,""q"":3,""v"":200000,""n"":29},{""y"":2024,""q"":4,""v"":240000,""n"":35},{""y"":2025,""q"":1,""v"":200000,""n"":57},{""y"":2025,""q"":2,""v"":183333,""n"":49},{""y"":2025,""q"":3,""v"":200000,""n"":55},{""y"":2025,""q"":4,""v"":180000,""n"":51},{""y"":2026,""q"":1,""v"":200000,""n"":40}]"
府中市,13206,76,2007Q2,2026Q1,-1.0,5.1,19.6,30.1,31.7,2.67,8.0,87.0,"[{""y"":2016,""q"":2,""v"":461538,""n"":58},{""y"":2016,""q"":3,""v"":490909,""n"":57},{""y"":2016,""q"":4,""v"":466667,""n"":57},{""y"":2017,""q"":1,""v"":446154,""n"":49},{""y"":2017,""q"":2,""v"":459341,""n"":40},{""y"":2017,""q"":3,""v"":500000,""n"":41},{""y"":2017,""q"":4,""v"":475000,""n"":38},{""y"":2018,""q"":1,""v"":463334,""n"":54},{""y"":2018,""q"":2,""v"":461905,""n"":46},{""y"":2018,""q"":3,""v"":449744,""n"":44},{""y"":2018,""q"":4,""v"":498788,""n"":44},{""y"":2019,""q"":1,""v"":493333,""n"":45},{""y"":2019,""q"":2,""v"":533333,""n"":43},{""y"":2019,""q"":3,""v"":428571,""n"":46},{""y"":2019,""q"":4,""v"":409091,""n"":40},{""y"":2020,""q"":1,""v"":506667,""n"":51},{""y"":2020,""q"":2,""v"":526374,""n"":42},{""y"":2020,""q"":3,""v"":497059,""n"":56},{""y"":2020,""q"":4,""v"":400000,""n"":55},{""y"":2021,""q"":1,""v"":458824,""n"":123},{""y"":2021,""q"":2,""v"":430075,""n"":110},{""y"":2021,""q"":3,""v"":503846,""n"":114},{""y"":2021,""q"":4,""v"":505882,""n"":144},{""y"":2022,""q"":1,""v"":521539,""n"":136},{""y"":2022,""q"":2,""v"":560000,""n"":127},{""y"":2022,""q"":3,""v"":553846,""n"":107},{""y"":2022,""q"":4,""v"":527922,""n"":142},{""y"":2023,""q"":1,""v"":533333,""n"":122},{""y"":2023,""q"":2,""v"":514286,""n"":107},{""y"":2023,""q"":3,""v"":514286,""n"":109},{""y"":2023,""q"":4,""v"":586667,""n"":135},{""y"":2024,""q"":1,""v"":571429,""n"":135},{""y"":2024,""q"":2,""v"":569231,""n"":131},{""y"":2024,""q"":3,""v"":585714,""n"":115},{""y"":2024,""q"":4,""v"":538095,""n"":124},{""y"":2025,""q"":1,""v"":592857,""n"":154},{""y"":2025,""q"":2,""v"":557143,""n"":125},{""y"":2025,""q"":3,""v"":607143,""n"":146},{""y"":2025,""q"":4,""v"":585714,""n"":145},{""y"":2026,""q"":1,""v"":553572,""n"":100}]"
昭島市,13207,76,2007Q2,2026Q1,11.2,-1.2,30.2,51.1,46.8,4.21,21.5,236.2,"[{""y"":2016,""q"":2,""v"":218182,""n"":17},{""y"":2016,""q"":3,""v"":325275,""n"":14},{""y"":2016,""q"":4,""v"":370000,""n"":13},{""y"":2017,""q"":1,""v"":240952,""n"":10},{""y"":2017,""q"":2,""v"":376923,""n"":10},{""y"":2017,""q"":3,""v"":358741,""n"":24},{""y"":2017,""q"":4,""v"":314706,""n"":12},{""y"":2018,""q"":1,""v"":306667,""n"":17},{""y"":2018,""q"":2,""v"":233333,""n"":17},{""y"":2018,""q"":3,""v"":213333,""n"":7},{""y"":2018,""q"":4,""v"":317143,""n"":8},{""y"":2019,""q"":1,""v"":273333,""n"":11},{""y"":2019,""q"":2,""v"":319608,""n"":16},{""y"":2019,""q"":3,""v"":359524,""n"":20},{""y"":2019,""q"":4,""v"":254545,""n"":13},{""y"":2020,""q"":1,""v"":329412,""n"":11},{""y"":2020,""q"":2,""v"":279221,""n"":6},{""y"":2020,""q"":3,""v"":302941,""n"":16},{""y"":2020,""q"":4,""v"":320000,""n"":15},{""y"":2021,""q"":1,""v"":320000,""n"":21},{""y"":2021,""q"":2,""v"":333333,""n"":44},{""y"":2021,""q"":3,""v"":400000,""n"":38},{""y"":2021,""q"":4,""v"":317647,""n"":41},{""y"":2022,""q"":1,""v"":324286,""n"":28},{""y"":2022,""q"":2,""v"":384615,""n"":23},{""y"":2022,""q"":3,""v"":385714,""n"":37},{""y"":2022,""q"":4,""v"":446154,""n"":24},{""y"":2023,""q"":1,""v"":434849,""n"":32},{""y"":2023,""q"":2,""v"":375000,""n"":22},{""y"":2023,""q"":3,""v"":351299,""n"":20},{""y"":2023,""q"":4,""v"":357143,""n"":21},{""y"":2024,""q"":1,""v"":411765,""n"":35},{""y"":2024,""q"":2,""v"":360000,""n"":49},{""y"":2024,""q"":3,""v"":369231,""n"":31},{""y"":2024,""q"":4,""v"":350000,""n"":46},{""y"":2025,""q"":1,""v"":380000,""n"":41},{""y"":2025,""q"":2,""v"":464286,""n"":48},{""y"":2025,""q"":3,""v"":394445,""n"":50},{""y"":2025,""q"":4,""v"":416667,""n"":49},{""y"":2026,""q"":1,""v"":388988,""n"":48}]"
調布市,13208,77,2007Q1,2026Q1,1.2,8.8,21.7,34.8,45.6,3.03,8.1,140.7,"[{""y"":2016,""q"":2,""v"":496703,""n"":42},{""y"":2016,""q"":3,""v"":483333,""n"":47},{""y"":2016,""q"":4,""v"":512500,""n"":42},{""y"":2017,""q"":1,""v"":496154,""n"":56},{""y"":2017,""q"":2,""v"":526667,""n"":30},{""y"":2017,""q"":3,""v"":514546,""n"":50},{""y"":2017,""q"":4,""v"":560000,""n"":41},{""y"":2018,""q"":1,""v"":533333,""n"":41},{""y"":2018,""q"":2,""v"":492857,""n"":38},{""y"":2018,""q"":3,""v"":482353,""n"":41},{""y"":2018,""q"":4,""v"":514286,""n"":39},{""y"":2019,""q"":1,""v"":583974,""n"":48},{""y"":2019,""q"":2,""v"":520000,""n"":36},{""y"":2019,""q"":3,""v"":480749,""n"":40},{""y"":2019,""q"":4,""v"":516667,""n"":37},{""y"":2020,""q"":1,""v"":533333,""n"":46},{""y"":2020,""q"":2,""v"":500000,""n"":32},{""y"":2020,""q"":3,""v"":543590,""n"":52},{""y"":2020,""q"":4,""v"":563636,""n"":43},{""y"":2021,""q"":1,""v"":538095,""n"":104},{""y"":2021,""q"":2,""v"":575000,""n"":117},{""y"":2021,""q"":3,""v"":583333,""n"":111},{""y"":2021,""q"":4,""v"":566667,""n"":129},{""y"":2022,""q"":1,""v"":575000,""n"":129},{""y"":2022,""q"":2,""v"":600000,""n"":102},{""y"":2022,""q"":3,""v"":610000,""n"":102},{""y"":2022,""q"":4,""v"":571429,""n"":100},{""y"":2023,""q"":1,""v"":636364,""n"":119},{""y"":2023,""q"":2,""v"":642857,""n"":93},{""y"":2023,""q"":3,""v"":683916,""n"":100},{""y"":2023,""q"":4,""v"":680000,""n"":94},{""y"":2024,""q"":1,""v"":690909,""n"":133},{""y"":2024,""q"":2,""v"":723611,""n"":106},{""y"":2024,""q"":3,""v"":645299,""n"":112},{""y"":2024,""q"":4,""v"":646154,""n"":101},{""y"":2025,""q"":1,""v"":654545,""n"":169},{""y"":2025,""q"":2,""v"":666667,""n"":138},{""y"":2025,""q"":3,""v"":692308,""n"":146},{""y"":2025,""q"":4,""v"":650000,""n"":145},{""y"":2026,""q"":1,""v"":644444,""n"":127}]"
町田市,13209,76,2007Q2,2026Q1,-9.5,5.1,18.4,28.9,9.1,2.57,15.1,56.1,"[{""y"":2016,""q"":2,""v"":369231,""n"":43},{""y"":2016,""q"":3,""v"":290909,""n"":37},{""y"":2016,""q"":4,""v"":380000,""n"":50},{""y"":2017,""q"":1,""v"":355556,""n"":51},{""y"":2017,""q"":2,""v"":375000,""n"":33},{""y"":2017,""q"":3,""v"":338095,""n"":40},{""y"":2017,""q"":4,""v"":360000,""n"":53},{""y"":2018,""q"":1,""v"":366434,""n"":32},{""y"":2018,""q"":2,""v"":400000,""n"":41},{""y"":2018,""q"":3,""v"":374167,""n"":40},{""y"":2018,""q"":4,""v"":300905,""n"":42},{""y"":2019,""q"":1,""v"":416026,""n"":36},{""y"":2019,""q"":2,""v"":328992,""n"":42},{""y"":2019,""q"":3,""v"":323637,""n"":38},{""y"":2019,""q"":4,""v"":373333,""n"":31},{""y"":2020,""q"":1,""v"":413333,""n"":53},{""y"":2020,""q"":2,""v"":319433,""n"":28},{""y"":2020,""q"":3,""v"":426667,""n"":43},{""y"":2020,""q"":4,""v"":364706,""n"":55},{""y"":2021,""q"":1,""v"":375736,""n"":102},{""y"":2021,""q"":2,""v"":362500,""n"":129},{""y"":2021,""q"":3,""v"":370330,""n"":110},{""y"":2021,""q"":4,""v"":386667,""n"":118},{""y"":2022,""q"":1,""v"":411765,""n"":105},{""y"":2022,""q"":2,""v"":366667,""n"":99},{""y"":2022,""q"":3,""v"":414286,""n"":95},{""y"":2022,""q"":4,""v"":420000,""n"":93},{""y"":2023,""q"":1,""v"":451667,""n"":100},{""y"":2023,""q"":2,""v"":386667,""n"":99},{""y"":2023,""q"":3,""v"":457143,""n"":115},{""y"":2023,""q"":4,""v"":454545,""n"":101},{""y"":2024,""q"":1,""v"":430769,""n"":117},{""y"":2024,""q"":2,""v"":440000,""n"":125},{""y"":2024,""q"":3,""v"":486607,""n"":116},{""y"":2024,""q"":4,""v"":481667,""n"":106},{""y"":2025,""q"":1,""v"":533333,""n"":127},{""y"":2025,""q"":2,""v"":482353,""n"":123},{""y"":2025,""q"":3,""v"":416667,""n"":81},{""y"":2025,""q"":4,""v"":378175,""n"":72},{""y"":2026,""q"":1,""v"":460000,""n"":80}]"
小金井市,13210,76,2007Q2,2026Q1,-3.6,2.0,21.1,45.4,30.5,3.81,20.3,72.8,"[{""y"":2016,""q"":2,""v"":472727,""n"":19},{""y"":2016,""q"":3,""v"":484167,""n"":22},{""y"":2016,""q"":4,""v"":461538,""n"":19},{""y"":2017,""q"":1,""v"":500513,""n"":18},{""y"":2017,""q"":2,""v"":600000,""n"":11},{""y"":2017,""q"":3,""v"":466667,""n"":13},{""y"":2017,""q"":4,""v"":549651,""n"":18},{""y"":2018,""q"":1,""v"":551923,""n"":16},{""y"":2018,""q"":2,""v"":537981,""n"":16},{""y"":2018,""q"":3,""v"":457143,""n"":15},{""y"":2018,""q"":4,""v"":600000,""n"":23},{""y"":2019,""q"":1,""v"":584615,""n"":13},{""y"":2019,""q"":2,""v"":569231,""n"":17},{""y"":2019,""q"":3,""v"":523077,""n"":17},{""y"":2019,""q"":4,""v"":639744,""n"":16},{""y"":2020,""q"":1,""v"":600000,""n"":23},{""y"":2020,""q"":2,""v"":600000,""n"":20},{""y"":2020,""q"":3,""v"":591667,""n"":32},{""y"":2020,""q"":4,""v"":466667,""n"":14},{""y"":2021,""q"":1,""v"":571429,""n"":37},{""y"":2021,""q"":2,""v"":607693,""n"":38},{""y"":2021,""q"":3,""v"":692308,""n"":38},{""y"":2021,""q"":4,""v"":707692,""n"":31},{""y"":2022,""q"":1,""v"":635714,""n"":36},{""y"":2022,""q"":2,""v"":646154,""n"":37},{""y"":2022,""q"":3,""v"":720000,""n"":25},{""y"":2022,""q"":4,""v"":707692,""n"":33},{""y"":2023,""q"":1,""v"":672727,""n"":47},{""y"":2023,""q"":2,""v"":733333,""n"":57},{""y"":2023,""q"":3,""v"":693333,""n"":35},{""y"":2023,""q"":4,""v"":642857,""n"":41},{""y"":2024,""q"":1,""v"":714286,""n"":35},{""y"":2024,""q"":2,""v"":700513,""n"":50},{""y"":2024,""q"":3,""v"":738462,""n"":57},{""y"":2024,""q"":4,""v"":722917,""n"":44},{""y"":2025,""q"":1,""v"":827619,""n"":46},{""y"":2025,""q"":2,""v"":650000,""n"":48},{""y"":2025,""q"":3,""v"":758334,""n"":54},{""y"":2025,""q"":4,""v"":840000,""n"":47},{""y"":2026,""q"":1,""v"":633333,""n"":29}]"
小平市,13211,76,2007Q2,2026Q1,-2.0,-0.9,26.6,46.1,28.2,3.86,13.6,89.3,"[{""y"":2016,""q"":2,""v"":350000,""n"":9},{""y"":2016,""q"":3,""v"":357143,""n"":13},{""y"":2016,""q"":4,""v"":350000,""n"":15},{""y"":2017,""q"":1,""v"":331061,""n"":22},{""y"":2017,""q"":2,""v"":400000,""n"":15},{""y"":2017,""q"":3,""v"":414286,""n"":10},{""y"":2017,""q"":4,""v"":400000,""n"":11},{""y"":2018,""q"":1,""v"":400000,""n"":24},{""y"":2018,""q"":2,""v"":476923,""n"":17},{""y"":2018,""q"":3,""v"":357143,""n"":15},{""y"":2018,""q"":4,""v"":415385,""n"":19},{""y"":2019,""q"":1,""v"":428571,""n"":15},{""y"":2019,""q"":2,""v"":366667,""n"":18},{""y"":2019,""q"":3,""v"":442857,""n"":19},{""y"":2019,""q"":4,""v"":392857,""n"":14},{""y"":2020,""q"":1,""v"":448077,""n"":22},{""y"":2020,""q"":2,""v"":368572,""n"":18},{""y"":2020,""q"":3,""v"":414286,""n"":31},{""y"":2020,""q"":4,""v"":376191,""n"":18},{""y"":2021,""q"":1,""v"":453572,""n"":54},{""y"":2021,""q"":2,""v"":442857,""n"":51},{""y"":2021,""q"":3,""v"":441827,""n"":38},{""y"":2021,""q"":4,""v"":449744,""n"":42},{""y"":2022,""q"":1,""v"":480000,""n"":53},{""y"":2022,""q"":2,""v"":473334,""n"":48},{""y"":2022,""q"":3,""v"":525000,""n"":55},{""y"":2022,""q"":4,""v"":500000,""n"":43},{""y"":2023,""q"":1,""v"":510000,""n"":54},{""y"":2023,""q"":2,""v"":429670,""n"":34},{""y"":2023,""q"":3,""v"":506667,""n"":52},{""y"":2023,""q"":4,""v"":466667,""n"":57},{""y"":2024,""q"":1,""v"":470834,""n"":48},{""y"":2024,""q"":2,""v"":436813,""n"":46},{""y"":2024,""q"":3,""v"":533333,""n"":48},{""y"":2024,""q"":4,""v"":564286,""n"":56},{""y"":2025,""q"":1,""v"":487500,""n"":73},{""y"":2025,""q"":2,""v"":483750,""n"":66},{""y"":2025,""q"":3,""v"":506667,""n"":68},{""y"":2025,""q"":4,""v"":493750,""n"":48},{""y"":2026,""q"":1,""v"":528571,""n"":47}]"
