"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",5,92000000,"２ＬＤＫ",50,"2021年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",6,27000000,"１Ｋ",20,"2009年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",5,48000000,"",30,"2021年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",5,26000000,"１Ｋ",20,"2002年","","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",6,24000000,"",25,"2009年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","新御徒町",6,33000000,"",25,"2011年","ＲＣ","","","商業",80,500,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","新御徒町",3,31000000,"",25,"2020年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","新御徒町",8,32000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",3,40000000,"",35,"1996年","ＳＲＣ","住宅","住宅","商業",80,600,"2026年第1四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",1,24000000,"１Ｋ",25,"2005年","ＲＣ","住宅","住宅","商業",80,400,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",4,51000000,"１ＬＤＫ",35,"2019年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",3,30000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","商業",80,400,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",5,33000000,"１Ｋ",25,"2010年","ＲＣ","住宅","","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",1,25000000,"１ＤＫ",25,"2005年","ＲＣ","住宅","住宅","商業",80,400,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",4,25000000,"１Ｋ",25,"2018年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",3,48000000,"２ＬＤＫ",60,"1996年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",5,40000000,"１ＬＤＫ",40,"2010年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",3,23000000,"",35,"1996年","ＳＲＣ","住宅","","商業",80,600,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",3,57000000,"３ＬＤＫ",60,"1996年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",3,40000000,"１ＬＤＫ",30,"2022年","ＲＣ","住宅","住宅","商業",80,400,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",5,37000000,"１ＬＤＫ",40,"2010年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",3,30000000,"１Ｋ",25,"2018年","ＲＣ","住宅","住宅","商業",80,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",3,45000000,"３ＬＤＫ",60,"1996年","ＳＲＣ","住宅","","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",5,22000000,"１Ｋ",25,"2010年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",4,39000000,"",40,"2019年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三ノ輪","三ノ輪",6,30000000,"１Ｋ",25,"2023年","ＲＣ","住宅","住宅","商業",80,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","稲荷町(東京)",7,26000000,"",20,"2017年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","上野御徒町",5,52000000,"１ＬＤＫ",35,"1994年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","上野御徒町",5,36000000,"",35,"1994年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","上野御徒町",5,32000000,"１ＬＤＫ",35,"1994年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",6,28000000,"",25,"2009年","ＲＣ","住宅","住宅","商業",80,500,"2026年第1四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",6,29000000,"１Ｋ",25,"2009年","ＲＣ","住宅","住宅","商業",80,500,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",6,56000000,"１ＬＤＫ",40,"2019年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",1,28000000,"１ＬＤＫ",25,"2014年","ＲＣ","住宅","その他","商業",80,600,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",6,35000000,"１Ｋ",25,"2020年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",4,100000000,"３ＬＤＫ",90,"1994年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",1,27000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",4,63000000,"１ＬＤＫ",40,"2015年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","新御徒町",4,45000000,"１ＬＤＫ",35,"2010年","ＲＣ","住宅","","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","田原町(東京)",5,100000000,"２ＬＤＫ",60,"2002年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","田原町(東京)",6,48000000,"１Ｒ",25,"2025年","ＲＣ","住宅","","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","田原町(東京)",6,56000000,"１ＬＤＫ",30,"2025年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","田原町(東京)",4,36000000,"１Ｋ",30,"2010年","ＲＣ","住宅","その他","商業",80,600,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","元浅草","田原町(東京)",6,80000000,"２ＬＤＫ",60,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","谷中","西日暮里",4,70000000,"２ＬＤＫ",50,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","柳橋","浅草橋",5,31000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","柳橋","浅草橋",2,71000000,"２ＬＤＫ",50,"1999年","ＳＲＣ","住宅","","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","柳橋","浅草橋",5,31000000,"",25,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","柳橋","浅草橋",6,30000000,"１Ｋ",25,"2006年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","柳橋","浅草橋",3,45000000,"１ＬＤＫ",40,"2011年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","柳橋","浅草橋",4,25000000,"１Ｋ",25,"2008年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","竜泉","入谷(東京)",6,31000000,"１Ｋ",25,"2018年","ＲＣ","住宅","住宅","商業",80,700,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","竜泉","入谷(東京)",4,29000000,"",25,"2020年","ＲＣ","住宅","住宅","商業",80,700,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","竜泉","入谷(東京)",6,55000000,"",60,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","竜泉","入谷(東京)",4,44000000,"１ＬＤＫ",40,"1990年","ＲＣ","住宅","住宅","商業",80,700,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","竜泉","入谷(東京)",4,30000000,"",25,"1990年","ＲＣ","住宅","住宅","商業",80,700,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","竜泉","三ノ輪",6,56000000,"２ＬＤＫ",40,"2025年","ＲＣ","住宅","住宅","商業",80,700,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","竜泉","三ノ輪",6,30000000,"１Ｋ",20,"2021年","ＲＣ","住宅","その他","","","","2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","竜泉","三ノ輪",6,52000000,"１ＬＤＫ",40,"2016年","ＲＣ","住宅","その他","商業",80,400,"2026年第1四半期","未改装",""
