検索条件
"・地域：都内全域"
"・届出状態：完了"
"・用途：住宅等"
"・建物番号：指定なし"
"・建築主：指定なし"
"・設計者：指定なし"
"・環境性能：指定なし"
"・再エネ設備：指定なし"
"・再エネ電気：指定なし"
"・EV充電器：指定なし"


検索結果：1224件　CSV出力件数：1224件（CSV出力件数は建物の件数です。）

建物番号,地域,建物名,所在地,建築主,延べ面積,階数、構造,届出状況,工事完了(予定)年月,用途,UA値,ERR（住宅）,用途,PAL*低減率,ERR,基準年度,太陽光発電,太陽熱利用,地中熱利用,その他,合計値,再エネ電気,EV充電器,建物の断熱性,設備の省エネ性,再エネ設備・電気(太陽光発電・太陽熱),維持管理・劣化対策(建物の長寿命化),みどり
"220676","港区","(仮称)南青山二丁目公共施設新築工事","港区南青山二丁目６番３号","港区長　清家　愛","1656.46","地上5階、地下0階、RC造","計画書（完了時）","2025-02-13","賃貸住宅","0.59","30.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"220617","世田谷区","プラウド八幡山","世田谷区南烏山一丁目178番2","野村不動産株式会社　　　代表取締役社長　松尾大作　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　","6945.85","地上14階、地下0階、RC造","計画書（完了時）","2025-02-13","分譲住宅","0.44","31.6","","","","2020","5.5","0.0","0.0","0.0","5.5","導入しない","なし","3","3","2","3","2"
"230505","府中市","鹿島千惠子様共同住宅（フロレゾン）","府中市白糸台2丁目4-7他","鹿島　千惠子","2027.41","地上4階、地下0階、RC造","計画書（完了時）","2025-02-13","賃貸住宅","0.69","9.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"220546","豊島区","パークホームズ南池袋","豊島区南池袋一丁目34番1","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹","4789.35","地上17階、地下1階、RC造","計画書（完了時）","2025-02-12","分譲住宅","0.58","26.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"230243","荒川区","サンウッドテラス東京尾久","荒川区西尾久7丁目219番1","株式会社サンウッド　代表取締役社長　森　毅","2366.4","地上7階、地下0階、RC造","計画書（完了時）","2025-02-12","分譲住宅","0.7","5.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"240032","江東区","クレイシア・ヴァースクレイシア門前仲町 ザ・レジデンス","江東区  冬木 ２１番１０号","株式会社　竹徳　　　代表取締役　鈴木　康彦","2950.1","地上9階、地下0階、RC造","計画書（完了時）","2025-02-12","賃貸住宅","0.85","3.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","1","1"
"230393","板橋区","（仮称）ときわ台駅北口賃貸マンション計画","板橋区常盤台２丁目1-1,1-13,1-14,1-15","東武鉄道株式会社　取締役社長　都筑豊","4752.96","地上6階、地下0階、RC造","計画書（完了時）","2025-02-07","賃貸住宅","0.89","33.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"230293","江東区","（仮称）亀戸5丁目計画　新築工事","江東区亀戸5丁目22-11","合同会社ゴールドI4　代表社員　一般社団法人ゴールドI　職務執行者　高橋　隆敏","2869.34","地上8階、地下0階、RC造","計画書（完了時）","2025-02-06","賃貸住宅","0.87","19.4","","","","2020","4.9","0.0","0.0","0.0","4.9","導入しない","あり","2","3","2","1","1"
"220595","中野区","ラフィスタ鷺ノ宮","中野区上鷺宮2丁目393-11、394、395-9","株式会社START　代表取締役　井上 常明株式会社トーワ綜合システム　代表取締役　山﨑 照仁新英興業株式会社　代表取締役　山口 英","6068.43","地上4階、地下0階、RC造","計画書（完了時）","2025-02-06","賃貸住宅","0.61","13.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"220489","品川区","パークアクシス品川天王洲アイル","品川区東品川3丁目32番27号","三井不動産レジデンシャル 株式会社　　　代表取締役社長　嘉村 徹","14694.02","地上14階、地下0階、RC造","計画書（完了時）","2025-02-06","賃貸住宅","0.62","34.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","3"
"230662","北区","ロイヤルパークス赤羽サウス","北区神谷3丁目21番30の一部","大和ハウス工業株式会社　代表取締役社長　芳井 敬一","2322.41","地上7階、地下0階、RC造","計画書（完了時）","2025-02-06","賃貸住宅","0.58","28.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
"230260","港区","The glow Mita","港区三田三丁目3番5号","安田不動産株式会社　代表取締役社長　安田　守","3120.47","地上12階、地下0階、RC造","計画書（完了時）","2025-02-06","賃貸住宅","0.5","25.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"220740","台東区","Brillia ist 新御徒町","台東区元浅草３丁目17-7","東京建物株式会社　代表取締役　社長執行役員　小澤克人","2128.34","地上14階、地下0階、RC造","計画書（完了時）","2025-02-04","賃貸住宅","0.58","25.8","","","","2020","5.0","0.0","0.0","0.0","4.9","導入しない","なし","3","3","2","3","1"
"220132","北区","ヴェレーナグラン北赤羽マスタープレイス","北区浮間一丁目4番1","大和地所レジデンス株式会社　代表取締役社長　下村俊二","22686.46","地上19階、地下0階、RC造","計画書（完了時）","2025-02-03","分譲住宅","0.86","4.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","2","1","3","2"
"230184","板橋区","PRIME　GARDEN　赤塚","板橋区赤塚一丁目６番６号","合同会社大森　代表社員　一般社団法人恵比寿　職務執行者　池田卓也","3057.43","地上6階、地下0階、RC造","計画書（完了時）","2025-02-03","賃貸住宅","0.81","9.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"220679","港区","（仮称）港区海岸3丁目計画　新築工事","港区海岸3丁目3番18号","積水ハウス株代会社  代表取締役 社長執行役員 兼 ＣＥＯ　仲井 嘉浩","4704.08","地上11階、地下0階、RC造","計画書（完了時）","2025-01-31","賃貸住宅","0.6","30.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"210196","港区","三田ガーデンヒルズ（（仮称）港区三田一丁目計画　敷地①）","港区三田一丁目102番1","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹三菱地所レジデンス株式会社　代表取締役社長　宮島　正治","126251.32","地上14階、地下2階、RC造","計画書（完了時）","2025-01-31","分譲住宅","0.6","35.5","","","","2020","157.2","0.0","0.0","0.0","157.1","導入しない","あり","3","3","3","3","3"
"210197","港区","三田ガーデンヒルズ（（仮称）港区三田一丁目計画　敷地②）","港区三田一丁目102番1","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹三菱地所レジデンス株式会社　代表取締役社長　宮島　正治","22058.75","地上14階、地下1階、RC造","計画書（完了時）","2025-01-31","分譲住宅","0.57","36.4","","","","2020","45.5","0.0","0.0","0.0","45.5","導入しない","なし","3","3","3","3","3"
"220386","中央区","プラウドフラット日本橋馬喰町","中央区日本橋馬喰町一丁目202番9他　（地名地番）","野村不動産株式会社 代表取締役社長　松尾　大作","3459.44","地上15階、地下0階、RC造","計画書（完了時）","2025-01-31","賃貸住宅","1.25","22.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"220693","渋谷区","（仮称）広尾三丁目計画新築工事","渋谷区広尾3-81-6他","株式会社フージャースアセットマネジメント代表取締役社長　小川 栄一","2974.51","地上13階、地下0階、RC造","計画書（完了時）","2025-01-30","賃貸住宅","1.13","-8.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","1","1"
"230258","荒川区","ルジェンテ西日暮里","荒川区西日暮里六丁目53-11","東急リバブル株式会社　代表取締役社長　太田　陽一","2476.83","地上13階、地下0階、RC造","計画書（完了時）","2025-01-30","賃貸住宅","0.41","20.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"230152","品川区","ＴＯＭＯＲＥ品川中延","品川区豊町六丁目607番11,12,13,14,15,16","野村不動産株式会社　代表取締役社長　松尾 大作","2415.17","地上11階、地下0階、RC造","計画書（完了時）","2025-01-30","賃貸住宅","0.82","15.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"230143","台東区","ブランシエスタ浅草雷門","台東区雷門1丁目14番1号","株式会社長谷工不動産　代表取締役社長　松本　健","2186.3","地上11階、地下0階、RC造","計画書（完了時）","2025-01-30","賃貸住宅","0.89","20.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"230241","墨田区","GRAN PASEO両国Ⅳ","墨田区石原二丁目21番3　他11筆","新英興業株式会社　　　　　代表取締役　山口　英","2899.26","地上7階、地下0階、RC造","計画書（完了時）","2025-01-29","分譲住宅","0.67","19.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"230227","杉並区","パークグレイス荻窪","杉並区荻窪二丁目43-25","芙蓉総合リース株式会社　代表取締役　織田寛明","3014.18","地上3階、地下0階、RC造","計画書（完了時）","2025-01-29","賃貸住宅","0.59","25.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"230111","文京区","リビオメゾン御茶ノ水EAST","文京区湯島一丁目３０４番１、３０４番２の一部","日鉄興和不動産株式会社 代表取締役社長　　三輪 正浩","2211.44","地上13階、地下0階、RC造","計画書（完了時）","2025-01-29","賃貸住宅","0.85","15.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"230174","千代田区","ZOOM神田","千代田区岩本町1丁目36番5,25","株式会社　トーシンパートナーズ　代表取締役社長　千代谷　直之","2133.17","地上14階、地下0階、RC造","計画書（完了時）","2025-01-28","賃貸住宅","1.07","-46.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"210478","練馬区","オーベル練馬春日町ヒルズ","練馬区春日町三丁目2016番1","大成有楽不動産株式会社 代表取締役社長 浜中　裕之","2530.07","地上3階、地下0階、RC造","計画書（完了時）","2025-01-28","分譲住宅","0.81","7.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"230013","豊島区","ウィルテラス池袋","豊島区池袋二丁目19番4号","大和ハウス工業株式会社 代表取締役社長 芳井 敬一","2837.35","地上14階、地下0階、RC造","計画書（完了時）","2025-01-27","賃貸住宅","0.51","33","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"220217","荒川区","（仮称）エステムプラザ荒川4丁目共同住宅　新築工事","荒川区荒川四丁目39番9","株式会社東京日商エステム　代表取締役　澤敏光","3299.15","地上15階、地下0階、RC造","計画書（完了時）","2025-01-27","分譲住宅","0.75","14.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210617","目黒区","Brillia 目黒大橋","目黒区大橋２丁目683番114（地番）","東京建物株式会社　代表取締役社長執行役員　小澤克人                                           三信住建株式会社　　代表取締役社長　信田博幸","10041.1","地上5階、地下2階、RC造","計画書（完了時）","2025-01-27","分譲住宅","0.82","6.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230257","大田区","オアーゼ池上テラス","大田区東矢口1-4-18（住居表示）","株式会社　丸仁ホールディングス　代表取締役社長　北嶋　信顕","5517.84","地上9階、地下0階、RC造","計画書（完了時）","2025-01-27","賃貸住宅","0.77","8.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"220522","文京区","テラスカレッジ文京護国寺","文京区目白台2丁目83番4,5,7","大成有楽不動産株式会社　代表取締役社長　浜中　裕之","3154.04","地上5階、地下0階、RC造","計画書（完了時）","2025-01-27","賃貸住宅","0.78","8.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210095","世田谷区","ザ・パークハウス　等々力","世田谷区中町一丁目40番3、40番6(地番)　　　　","三菱地所レジデンス株式会社　取締役社長　宮島　正治","5431.94","地上3階、地下1階、RC造","計画書（完了時）","2025-01-27","分譲住宅","0.52","31.5","","","","2020","5.5","0.0","0.0","0.0","5.5","導入しない","なし","3","3","2","3","3"
