検索条件
"・地域：都内全域"
"・届出状態：完了"
"・用途：住宅等"
"・建物番号：指定なし"
"・建築主：指定なし"
"・設計者：指定なし"
"・環境性能：指定なし"
"・再エネ設備：指定なし"
"・再エネ電気：指定なし"
"・EV充電器：指定なし"


検索結果：1224件　CSV出力件数：1224件（CSV出力件数は建物の件数です。）

建物番号,地域,建物名,所在地,建築主,延べ面積,階数、構造,届出状況,工事完了(予定)年月,用途,UA値,ERR（住宅）,用途,PAL*低減率,ERR,基準年度,太陽光発電,太陽熱利用,地中熱利用,その他,合計値,再エネ電気,EV充電器,建物の断熱性,設備の省エネ性,再エネ設備・電気(太陽光発電・太陽熱),維持管理・劣化対策(建物の長寿命化),みどり
"210544","渋谷区","ザ・パークハウス 広尾","渋谷区広尾５丁目１番１５号","三菱地所レジデンス株式会社　代表取締役 取締役社長 宮島 正治","2864.56","地上6階、地下1階、RC造","計画書（完了時）","2023-11-10","分譲住宅","0.7","11.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","3"
"220184","町田市","セルアージュ町田中町","町田市中町2丁目477-1外2筆","株式会社日本セルバン 代表取締役 迫田稔イデア株式会社 代表取締役 高橋直人","3424.75","地上12階、地下0階、RC造","計画書（完了時）","2023-11-09","分譲住宅","0.79","2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","2","1","3","1"
"220040","豊島区","（仮称）巣鴨1-29マンション　新築工事","豊島区巣鴨１丁目29-1、-2、-3、-4、-5、-6、-16","株式会社カシワバラ・グラウンド　代表取締役　西村　拓朗","4324.95","地上10階、地下0階、RC造","計画書（完了時）","2023-11-07","賃貸住宅","1.14","5.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"220228","渋谷区","ARKMARK渋谷初台","渋谷区本町1丁目12番4（住居表示12番1号）","株式会社オールクリエーション　代表取締役　喜屋武　修","2085.19","地上15階、地下0階、RC造","計画書（完了時）","2023-11-06","分譲住宅","0.93","4.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"210554","目黒区","ピア－ス中目黒WEST","目黒区東山2丁目1228番4","株式会社　モリモト　代表取締役社長　森本　浩義","2267.44","地上6階、地下1階、RC造","計画書（完了時）","2023-11-02","分譲住宅","0.87","2.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","2","1","3","1"
"200568","豊島区","パークホームズ西池袋","豊島区西池袋３丁目１３５４－２","三井不動産レジデンシャル株式会社代表取締役社長　嘉村　徹","3792.88","地上5階、地下階、RC造","計画書（完了時）","2023-11-01","分譲住宅","0.87","5.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","3","2"
"220027","世田谷区","ザ・パークハウス 上野毛テラス","世田谷区中町4丁目37番8号","三菱地所レジデンス株式会社　代表取締役　宮島正治","2213.53","地上5階、地下0階、RC造","計画書（完了時）","2023-10-31","分譲住宅","0.6","24.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"220317","荒川区","ヴァ－スクレイシアIDZ町屋","荒川区町屋6丁目17番12号（住居表示）","プロパティエージェント株式会社　　代表取締役社長　中西　聖","3328.58","地上5階、地下0階、RC造","計画書（完了時）","2023-10-30","分譲住宅","1.29","4.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","2"
"210732","杉並区","グランリビオ浜田山","杉並区浜田山４丁目　992番35、36","日鉄興和不動産株式会社　代表取締役　三輪正浩東京建物株式会社　代表取締役　野村均安田不動産株式会社　代表取締役　安田守","7019.48","地上3階、地下1階、RC造","計画書（完了時）","2023-10-30","分譲住宅","0.58","33.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","3"
"230485","北区","アリスティオ赤羽北","北区赤羽北3丁目21-11","本橋　正敏","2238.21","地上3階、地下0階、S造","計画書（完了時）","2023-10-30","賃貸住宅","0.48","49.9","","","","2020","43.0","0.0","0.0","0.0","43.0","導入しない","なし","3","3","3","1","1"
"230335","墨田区","（仮称）ドムール東向島　新築工事","墨田区東向島4丁目7-4、7-9、8-1、14-3","中野都市開発株式会社 代表取締役　中野　逸仁","2449.98","地上7階、地下0階、RC造","計画書（完了時）","2023-10-30","分譲住宅","1.17","4.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","1","1"
"210601","墨田区","ベルファース錦糸町South","墨田区江東橋一丁目5番８号（住居表示）","オリックス不動産株式会社　代表取締役　深谷敏成","2240.49","地上14階、地下0階、RC造","計画書（完了時）","2023-10-27","賃貸住宅","1.17","10.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"220202","国立市","ベルジュール国立シエル","国立市東一丁目8番4","株式会社多摩建設 代表取締役 嶋津 美賀里","2335.77","地上9階、地下0階、RC造","計画書（完了時）","2023-10-27","賃貸住宅","0.83","8.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210678","世田谷区","プライムメゾン用賀砧公園","世田谷区瀬田5丁目39番20号","積水ハウス株式会社　代表取締役社長執行役員　仲井　嘉浩","6303.38","地上10階、地下0階、RC造","計画書（完了時）","2023-10-26","賃貸住宅","0.6","23.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
"210532","中央区","クロスレジデンス日本橋本町","中央区日本橋本町4丁目15-5","株式会社コスモスイニシア　代表取締役社長　髙智 亮大朗","2004.45","地上15階、地下0階、RC造","計画書（完了時）","2023-10-20","賃貸住宅","1.08","14.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","2"
"220223","墨田区","グランカーサ両国ヴェルデ","墨田区緑三丁目21番2号（住居表示）","株式会社　カシワバラ・グラウンド　代表取締役　西村　拓朗","2413.19","地上9階、地下0階、RC造","計画書（完了時）","2023-10-19","分譲住宅","1.37","-1.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","2","1"
"210726","新宿区","クレヴィア新宿中落合 EAST","新宿区中落合1丁目1127番9号","伊藤忠都市開発株式会社　代表取締役　松　典男","2912.36","地上6階、地下1階、RC造","計画書（完了時）","2023-10-19","分譲住宅","0.73","24.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"210727","新宿区","クレヴィア新宿中落合 WEST","新宿区中落合1丁目1127番15号","伊藤忠都市開発株式会社　代表取締役　松　典男","2532.89","地上7階、地下0階、RC造","計画書（完了時）","2023-10-19","分譲住宅","0.69","23.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"210710","大田区","ザ・ケンジントンレジデンス上池台","大田区上池台５丁目３５番１４号","株式会社　長谷工不動産　代表取締役社長　松本 健","3759.81","地上5階、地下0階、RC造","計画書（完了時）","2023-10-19","分譲住宅","0.86","18.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200094","渋谷区","ザ・パークハウス代々木大山","渋谷区大山町1050番1","コート代々木大山マンション建替組合　理事長　和仁　亮裕","7850.64","地上9階、地下1階、RC造","計画書（完了時）","2023-10-13","分譲住宅","0.87","6.4","","","","2020","5.0","0.0","0.0","0.0","5.0","導入しない","なし","2","3","2","3","3"
"220279","品川区","ORSUS　戸越銀座","品川区荏原２丁目3-1","平和不動産 株式会社　取締役　代表執行役社長　土本清幸","3582.1","地上6階、地下0階、RC造","計画書（完了時）","2023-10-12","賃貸住宅","0.58","32.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"210699","葛飾区","サンクレイドル小岩Ⅲ","葛飾区奥戸九丁目397-1、-3、-4　江戸川区西小岩二丁目716-4、-5","株式会社アーネストワン　代表取締役　松林重行","3302.78","地上8階、地下0階、RC造","計画書（完了時）","2023-10-10","分譲住宅","0.86","9.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210008","世田谷区","ザ・パークハウス 自由が丘フロント","世田谷区奥沢五丁目23番15号","ニューウェルハイツ自由が丘マンション建替組合 理事長  菊池　敏文","2685.42","地上7階、地下0階、RC造","計画書（完了時）","2023-10-06","分譲住宅","0.78","7.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"220257","品川区","コンフォリア二葉","品川区二葉二丁目8番17号(住居表示)","株式会社アーバネットコーポレーション　代表取締役社長　田中　敦","2899.84","地上6階、地下0階、RC造","計画書（完了時）","2023-10-06","分譲住宅","1.47","2.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"210299","世田谷区","パークホームズ用賀三丁目","世田谷区用賀三丁目576-1","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹","4455.64","地上6階、地下1階、RC造","計画書（完了時）","2023-10-03","分譲住宅","0.83","2.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","2"
"210656","葛飾区","ラフィスタ金町","葛飾区金町3-5-5","株式会社エーリンク　代表取締役　藤本　奈美","2222.42","地上9階、地下0階、RC造","計画書（完了時）","2023-09-29","分譲住宅","0.97","1.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","1","2","1","3","1"
"220731","葛飾区","山内　由利子　邸新築工事","葛飾区奥戸3丁目842番","山内　由利子","2090.11","地上4階、地下階、S造","計画書（完了時）","2023-09-29","賃貸住宅","0.53","40","","","","2020","33.8","0.0","0.0","0.0","33.7","導入しない","なし","3","3","3","1","2"
"220270","国分寺市","パレステージ西国分寺","国分寺市 日吉町一丁目 24番13","三信住建株式会社　代表取締役社長　信田　博幸日神不動産株式会社　代表取締役　坂入　尚","2345.91","地上5階、地下0階、RC造","計画書（完了時）","2023-09-28","分譲住宅","0.84","6.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","3","1"
"210394","葛飾区","エクセレントシティお花茶屋レジデンス","葛飾区白鳥三丁目26番9（住居表示)","新日本建設株式会社 代表取締役 髙見 克司 ","3821.59","地上6階、地下0階、RC造","計画書（完了時）","2023-09-28","分譲住宅","0.86","5.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210655","墨田区","メインステージ東向島Ⅱ","墨田区墨田4丁目48番14","翔和建物株式会社　代表取締役　山田義博　　　　　　　　　　　　　　　　　　　　新英興業株式会社　代表取締役　山口　英","2928.08","地上10階、地下0階、RC造","計画書（完了時）","2023-09-26","分譲住宅","1.01","-4.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"210100","板橋区","ザ・パークハビオ　板橋区役所前","板橋区大山東町33番5号","三菱地所レジデンス株式会社　代表取締役　宮島 正治","6335.32","地上18階、地下1階、RC造","計画書（完了時）","2023-09-26","賃貸住宅","0.85","32.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"220187","大田区","アーバンパーク蒲田南Ⅱ","大田区東六郷1丁目11番6号（住居表示）","株式会社　住協　代表取締役　　安永　久人","2323.83","地上6階、地下0階、RC造","計画書（完了時）","2023-09-25","賃貸住宅","1.3","1.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","1","1"
"210001","台東区","THE ASAKUSA RESIDENCE","台東区浅草一丁目62番2号他（地名地番）","住友不動産株式会社　代表取締役社長　仁島　浩順","9479.36","地上14階、地下1階、RC造","計画書（完了時）","2023-09-25","分譲住宅","0.84","7.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200220","板橋区","ザ・パークハウス板橋大山大楠ノ杜","板橋区大山町53番地1他4筆","三菱地所レジデンス株式会社　代表取締役　宮島正治　　　　　　　　三菱倉庫株式会社　代表取締役　斉藤秀親　　　　　　　　　　　　　　　","19043.24","地上14階、地下2階、RC造","計画書（完了時）","2023-09-22","分譲住宅","0.84","8.3","","","","2020","5.5","0.0","0.0","0.0","5.5","導入しない","なし","2","3","2","3","2"
"210629","足立区","イグジスタ高野","足立区扇三丁目1169番1,3,1170番3（地名地番）","榎本　弘子","2390.05","地上13階、地下0階、RC造","計画書（完了時）","2023-09-22","賃貸住宅","0.55","26.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"210549","港区","ザ・パークハビオ ＳＯＨＯ 南青山","港区南青山七丁目115、117、118番（地番）","三菱地所レジデンス株式会社 代表取締役　宮島　正治","2226.21","地上12階、地下0階、RC造","計画書（完了時）","2023-09-22","賃貸住宅","0.87","11.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","2"
"200563","北区","コンフォリア王子","北区王子二丁目13番6号","株式会社アーバネットコーポレーション代表取締役社長　田中敦","2876.45","地上11階、地下0階、RC造","計画書（完了時）","2023-09-21","賃貸住宅","1.43","1.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"210362","世田谷区","クレヴィア三軒茶屋","世田谷区若林一丁目13番3号","伊藤忠都市開発株式会社 代表取締役社長　松 典男","4595.19","地上5階、地下1階、RC造","計画書（完了時）","2023-09-20","分譲住宅","0.87","3.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","2"
"210442","文京区","プラウド文京千石スクエア","文京区千石一丁目２９６番１","野村不動産株式会社　代表取締役社長　松尾　大作","4843.78","地上10階、地下0階、RC造","計画書（完了時）","2023-09-20","分譲住宅","0.65","27.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
"220267","葛飾区","AZEST立石Ⅱ","葛飾区立石二丁目167番1、167番2(地名地番)","住協建設株式会社　代表取締役　安永　久人","2349.46","地上7階、地下0階、RC造","計画書（完了時）","2023-09-19","賃貸住宅","0.89","-0.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","1","1"
"220207","葛飾区","ALTERNA お花茶屋（オルタナ　オハナジャヤ）","葛飾区宝町１丁目２４番１号","塩田建設株式会社　代表取締役　福地　孝夫","3854.3","地上5階、地下階、RC造","計画書（完了時）","2023-09-19","分譲住宅","1.69","12.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"210377","千代田区","ガレリアドゥエル神田岩本町","東京都千代田区岩本町二丁目2番11号","株式会社プロパスト代表取締役　津江真行","3172.82","地上14階、地下0階、RC造","計画書（完了時）","2023-09-19","分譲住宅","0.66","2.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","1"
"210444","千代田区","レ・ジェイドクロス千代田神保町","千代田区西神田二丁目２番７外","株式会社日本エスコン　代表取締役　伊藤　貴俊一般財団法人　東方学会　代表者　東方学会理事長　斎藤　明","5096.21","地上14階、地下1階、RC造","計画書（完了時）","2023-09-19","分譲賃貸混在","0.87","5.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"210633","中央区","ル・リアン 築地","中央区築地2-12-11","つきぢ田村株式会社　代表取締役　依田　裕治","3356.76","地上12階、地下0階、RC造","計画書（完了時）","2023-09-15","分譲賃貸混在","0.74","19.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210475","江東区","ヴェレーナグラン門前仲町","江東区牡丹2丁目17番1・2","大和地所レジデンス株式会社　代表取締役社長　下村　俊二","5874.11","地上12階、地下0階、RC造","計画書（完了時）","2023-09-15","分譲住宅","1.32","-2.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"210612","練馬区","シティテラス善福寺公園","練馬区関町南二丁目101番1","住友不動産 株式会社　代表取締役社長　仁島　浩順","13330.86","地上4階、地下0階、RC造","計画書（完了時）","2023-09-14","分譲住宅","0.75","11.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"220101","昭島市","(仮称)昭和の森第二ハイツ新築工事","昭島市美堀町四丁目3903番1外（地名地番）","昭和飛行機都市開発株式会社　代表取締役社長　鏑木　政俊","4032.2","地上4階、地下0階、RC造","計画書（完了時）","2023-09-13","賃貸住宅","1.26","4.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"210639","台東区","リージア浅草橋","台東区柳橋2丁目15番5号","伊藤忠商事株式会社　代表取締役　小林文彦","2518.7","地上13階、地下0階、RC造","計画書（完了時）","2023-09-12","賃貸住宅","1.04","14.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","2","1"
"220105","世田谷区","フル―ヴベール烏山","世田谷区南烏山5丁目17-9","綠川　典子","2215.82","地上6階、地下0階、RC造","計画書（完了時）","2023-09-12","分譲賃貸混在","0.59","31.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"210357","江戸川区","オープンレジデンシア小岩ステーションフロント","江戸川区西小岩一丁目1945番1","株式会社 オープンハウス・ディベロップメント代表取締役　福岡　良介","7573.96","地上14階、地下0階、RC造","計画書（完了時）","2023-09-05","分譲住宅","1.27","-2.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"220049","足立区","オープンレジデンシア北綾瀬　新築工事","足立区綾瀬七丁目19番3","株式会社オープンハウス・ディベロップメント代表取締役　福岡　良介","2131.99","地上9階、地下0階、RC造","計画書（完了時）","2023-09-01","分譲住宅","0.86","3.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","1","1"
"220142","墨田区","SEASON　FLATS　押上　Terrace","墨田区業平4丁目11番7号","株式会社 セゾンリアルティ 代表取締役社長 COO　岡本　龍成","2150.47","地上7階、地下0階、RC造","計画書（完了時）","2023-09-01","賃貸住宅","1.27","4.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"210555","台東区","Urbanex 新御徒町","台東区小島一丁目15番7（住居表示）","伊藤忠都市開発株式会社　代表取締役社長　松　典男","2054.86","地上12階、地下0階、RC造","計画書（完了時）","2023-09-01","賃貸住宅","1.32","-5.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"220116","文京区","Briilia ist 文京六義園","文京区本駒込6丁目3-9","東京建物株式会社　代表取締役 社長執行役員　野村 均","2485.85","地上6階、地下0階、RC造","計画書（完了時）","2023-09-01","賃貸住宅","0.58","21.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"200182","杉並区","カーメスト新高円寺　B号棟","杉並区松ノ木一丁目12番35号","東京都住宅供給公社　理事長   中井 敬三","4480.57","地上4階、地下0階、RC造","計画書（完了時）","2023-09-01","賃貸住宅","0.86","6.1","","","","2020","5.2","0.0","0.0","0.0","5.2","導入しない","なし","2","3","2","3","3"
"200181","杉並区","カーメスト新高円寺　A号棟","杉並区松ノ木一丁目12番35号","東京都住宅供給公社　理事長   中井 敬三","5714.79","地上4階、地下0階、RC造","計画書（完了時）","2023-09-01","賃貸住宅","0.86","6.9","","","","2020","5.2","0.0","0.0","0.0","5.2","導入しない","あり","2","3","2","3","3"
"200184","杉並区","カーメスト新高円寺　C号棟","杉並区松ノ木一丁目12番35号","東京都住宅供給公社　理事長   中井 敬三","1974.89","地上4階、地下0階、RC造","計画書（完了時）","2023-09-01","賃貸住宅","0.85","5.7","","","","2020","5.2","0.0","0.0","0.0","5.2","導入しない","あり","2","3","2","3","3"
"210632","文京区","オープンレジデンシア小石川ヒルズ","文京区小石川五丁目27番1","株式会社オープンハウス・ディベロップメント代表取締役　福岡　良介","2597.09","地上7階、地下1階、RC造","計画書（完了時）","2023-08-29","分譲住宅","1.28","-2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"210546","台東区","J.GRAN Court 浅草","台東区浅草三丁目25－1","エヌ・ティ・ティ都市開発株式会社 代表取締役社長 辻上 広志","2720.6","地上12階、地下0階、RC造","計画書（完了時）","2023-08-29","賃貸住宅","0.72","21.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210582","中央区","パークアクシス日本橋茅場町ステーションゲート","中央区日本橋茅場町二丁目5-9（住居表示）","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹","2055.48","地上12階、地下0階、RC造","計画書（完了時）","2023-08-28","賃貸住宅","0.58","26.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"210687","渋谷区","ピアース渋谷本町レジデンス","渋谷区本町四丁目２番１１号","株式会社モリモト 代表取締役社長　森本　浩義","2993.33","地上6階、地下0階、RC造","計画書（完了時）","2023-08-28","分譲住宅","0.63","9.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200479","渋谷区","Forestgate Daikanyama","渋谷区代官山町20-23","東急不動産株式会社　代表取締役社長　社長執行役員　星野　浩明","21101.67","地上10階、地下2階、RC造、S造","計画書（完了時）","2023-08-28","賃貸住宅","0.87","0.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","2","1","1","3"
"210212","台東区","オープンレジデンシア上野入谷","台東区入谷二丁目43番1","株式会社オープンハウス・ディベロップメント　代表取締役　福岡　良介","3263.63","地上15階、地下0階、RC造","計画書（完了時）","2023-08-28","分譲住宅","1.16","1.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"220026","調布市","ガーラ・グランディ調布","調布市調布ケ丘三丁目33番2","株式会社FJネクスト　代表取締役　肥田 幸春","2952.69","地上6階、地下0階、RC造","計画書（完了時）","2023-08-25","分譲住宅","0.74","8.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200178","品川区","プラウドタワー目黒MARC","品川区西五反田３丁目２４７番１８","野村不動産株式会社 代表取締役社長 松尾 大作株式会社ジェイアール東日本都市開発 代表取締役社長 根本 英紀","36593.59","地上32階、地下1階、RC造","計画書（完了時）","2023-08-25","分譲住宅","0.64","22.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","3"
"210708","江戸川区","プレシス葛西プロスタイル","江戸川区東葛西5丁目1845-1外","一建設　株式会社　代表取締役　堀口 忠美                               株式会社 Prostyle 代表取締役社長 親松 聡","3068.21","地上8階、地下0階、RC造","計画書（完了時）","2023-08-25","分譲住宅","0.9","-9.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"210563","八王子市","リビオレゾン八王子レジデンス","八王子市寺町1番2","日鉄興和不動産株式会社　代表取締役　三輪正浩","3257.25","地上14階、地下0階、RC造","計画書（完了時）","2023-08-24","分譲住宅","0.87","3.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","1"
"210522","文京区","シュトラーレ本駒込","文京区本駒込3丁目56-1、56-3、56-4","一般財団法人　住宅改良開発公社　理事長　生亀孝志","2909.83","地上14階、地下0階、RC造","計画書（完了時）","2023-08-23","賃貸住宅","1.12","27.1","","","","2020","6.7","0.0","0.0","0.0","6.6","導入しない","なし","1","3","2","1","1"
"220060","豊島区","ジェノヴィア池袋本町","豊島区池袋本町２丁目２９番１２","株式会社アセットリード　代表取締役社長　北田 理","2679.51","地上7階、地下0階、RC造","計画書（完了時）","2023-08-18","分譲住宅","0.71","9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210636","品川区","J.GRAN Court 品川西大井 EAST","品川区西大井2丁目5213番1","エヌ・ティ・ティ都市開発株式会社　代表取締役社長　辻󠄀上　広志","6099.56","地上9階、地下0階、RC造","計画書（完了時）","2023-08-18","賃貸住宅","0.59","30.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"210486","大田区","ベルファース大森サウス","大田区大森北一丁目34番9","オリックス不動産株式会社　代表取締役　深谷　敏成","3316.85","地上13階、地下0階、RC造","計画書（完了時）","2023-08-17","賃貸住宅","0.67","9.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"210168","港区","パークホームズ浜松町","港区海岸1丁目20番6","三井不動産レジデンシャル株式会社代表取締役社長　嘉村　徹","4857.9","地上18階、地下0階、RC造","計画書（完了時）","2023-08-17","分譲住宅","0.86","12.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"210525","荒川区","(仮称)プレール・ドゥーク南千住新築工事","荒川区南千住5丁目108番3,5","株式会社木下不動産 　代表取締役　 坂本 建士","2533.55","地上15階、地下0階、RC造","計画書（完了時）","2023-08-17","分譲住宅","1.25","4.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"210275","中野区","ザ・パークハビオ中野富士見町ガーデン","中野区弥生町2丁目69-1、-8、-11、-12、-13","三菱地所レジデンス株式会社　代表取締役　宮島　正治","4864.03","地上14階、地下0階、RC造","計画書（完了時）","2023-08-16","賃貸住宅","0.86","10.2","","","","2020","5.4","0.0","0.0","0.0","5.4","導入しない","なし","2","3","2","1","2"
"210721","中央区","プライムメゾン日本橋馬喰町","中央区日本橋馬喰町2丁目4番3号","積水ハウス株式会社 代表取締役　　　　仲井 嘉浩","2076.31","地上10階、地下0階、RC造","計画書（完了時）","2023-08-10","賃貸住宅","0.58","28.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"210425","杉並区","ブリリアンクラス高円寺","杉並区高円寺北二丁目19番2","大栄不動産株式会社　取締役社長　石村　等","3268.41","地上13階、地下0階、RC造","計画書（完了時）","2023-08-09","賃貸住宅","0.62","11.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"210458","杉並区","ザ・パークハビオ 上北沢","杉並区下高井戸一丁目41番7号（住居表示）","三菱地所レジデンス株式会社　代表取締役　宮島　正治","3436.98","地上14階、地下0階、RC造","計画書（完了時）","2023-08-08","賃貸住宅","0.84","8.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","2","1"
"210415","葛飾区","バウス金町","葛飾区金町一丁目15番1","中央日本土地建物株式会社　代表取締役社長　三宅 潔","7243.2","地上12階、地下0階、RC造","計画書（完了時）","2023-08-07","分譲住宅","0.86","10.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"210412","町田市","JMF Residence　町田","町田市原町田二丁目1411番1","株式会社日本エスコン 代表取締役社長 伊藤 貴俊","6177.43","地上7階、地下1階、RC造","計画書（完了時）","2023-08-07","賃貸住宅","0.74","0.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","2"
"210719","世田谷区","ドレッセ世田谷松陰神社","世田谷区若林3丁目167番1  （地名地番）","東急株式会社　取締役社長　堀江　正博　","3020.56","地上3階、地下0階、RC造","計画書（完了時）","2023-08-04","分譲住宅","0.78","17.3","","","","2020","1.9","0.0","0.0","0.0","1.8","導入しない","なし","2","3","2","3","1"
"210318","新宿区","S-RESIDENCE 新宿御苑","新宿区四谷４丁目３１番２，３，４，５，６","サムティ株式会社　代表取締役社長　小川靖展","2436.47","地上15階、地下1階、RC造","計画書（完了時）","2023-07-31","賃貸住宅","1.44","1.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
